company,position,q,a
㈜이랜드파크,인턴 호텔종사자,Q1. 삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어 주십시오. (최대 300자) 보기,"1. 이랜드파크만이 갖고 있는 대체되지 않는 오리지널 콘텐츠를 제작하고 싶습니다. 호텔에선 다양한 사람들이 오고 가는 스토리들이 많습니다. 이 안에서 벌어지는 일을 재미있게 담아, 고객들이 이랜드 파크에 대해 더 호감을 느끼게 만들고 싶습니다. 2. 가족이 이랜드파크의 단골 고객이 되었으면 합니다. 저희 집은 가족이라도 서비스가 좋지 않으면 다시 찾지 않을 정도로 기준이 엄격합니다. 가족이 단골 고객이 된다면 모두가 이랜드파크를 애용할 것입니다. 3. 이랜드파크가 운영하는 리조트를 숙소로 잡아 세계여행을 떠나고 싶습니다. 글자수 296 자 509 Byte"
㈜이랜드파크,인턴 호텔종사자,"Q2. 자신을 가장 잘 나타낼 수 있는 단어 5가지와 함께 성격, 가치관, 성장과정에 대해 구체적으로 작성해 주세요. (최대 500자) 보기","소통, 진보, 반성, 연대, 가치 어린 시절부터 저의 의견을 존중해 주신 부모님과 자유롭게 의사 표현할 수 있었던 가정환경 덕분에 저 또한 일상 속에서 다양한 의견을 듣고 균형을 잡아가는 역량을 보유할 수 있었습니다. 이 과정에서 가장 중요한 능력은 소통하는 능력과 트렌드에 민감하게 반응하는 습관이라는 걸 체감하며 학교에서 배운 이론을 접목시키고, 접목한 이론을 바탕으로 새로운 아이디어를 생각해 보는 경험으로 연결시키는 일종의 순환 구조를 만들어 나갔습니다. 이와 함께 반 발짝이라도 앞으로 간다면 성공한 하루라는 믿음 아래, 매일 'To Do List'를 작성하며 어제와 비교하며 때론 반성하고, 때론 스스로를 다독이며 살아가고 있습니다. 공공기관에 근무할 때는 일과 성과 모두 함께 나누고 공유하는 자세를 바탕으로 ""무슨 일이든 가족에게 부끄럽지 않은 일을 하겠다.""는 생각으로 가치 있는 일을 찾아서 하고 있습니다. 글자수 462 자 788 Byte"
㈜이랜드파크,인턴 호텔종사자,"Q3. 살아오면서 자신이 성취한 것 중 자랑할 만한 것 2가지를 소개해 주세요. (본인이 했던 행동과 생각, 결과, 느끼고 배운점 포함) (최대 500자) 보기",첫 번째는 소상공인시장진흥공단에서 일했을 당시 모바일 온누리상품권의 홍보 실적을 40% 초과 달성한 것입니다. 박람회가 하루밖에 남지 않은지라 목표치를 달성하기엔 턱없이 부족한 상황에서 간편하게 결제하는 과정을 상인과 소비자 모두에게 체험하게 하는 이벤트를 기획해서 기존 목표했던 100 점포 가입에서 30% 초과 달성하는 성과를 낳았습니다. 두 번째는 스타트업에서 크라우드 펀딩에 성공한 것을 소개하고 싶습니다. 오프라인 유통 방식을 고수하던 팀 내 주류 의견과 달리 크라우드 펀딩은 생소한 방식이었습니다. 전 유통 방식의 차이점과 정리하며 Y2K 콘셉트 의상의 수요를 공략하기 위해 크라우드펀딩을 이용해야 한다는 주장을 기반으로 PT를 진행했습니다. 이를 통해 팀 내 의견을 통합하고 설득했습니다. 펀딩은 목표 금액의 7% 초과 성과를 냈습니다. 이 경험에서 끈기 있는 설득의 필요성을 배웠습니다. 이랜드파크에서도 포기하지 않고 고객에게 한 번 더 다가가는 인턴이 되겠습니다. 글자수 494 자 849 Byte
㈜이랜드파크,인턴 호텔종사자,"Q4. 지금까지 경험했던 가장 어렵고 힘든 상황은 무엇이었고, 그때의 감정과 극복하기 위해 어떤 노력을 하였고 결과는 어떠했는지 작성해 주세요. (최대 500자) 보기","조직 내 와해될 뻔한 위기를 극복하고 팀을 성공으로 이끈 경험이 있습니다. 2015 광주하계 유니버시아드 대회에서 한 달간 봉사활동을 한 경험이 있습니다. 처음에는 소통이 전혀 되지 않아 자주 고성이 오가는 등 내홍이 심각했습니다. 저와 직접 관련된 문제는 아니었지만, 대회 성공을 위해선 이 문제를 해결해야 한다고 생각했습니다. 전 다른 선배들과 함께 해결하기 위해 양쪽의 의견을 청취하는 일을 맡았습니다. 그 결과 활동 보고에 대한 업무 방식의 차이에서 온 불협화음이 가장 큰 원인임을 알 수 있었습니다. 그래서 하루의 일과를 텍스트로 정리하는 일을 도맡아 급한 불을 끄면서 보고서 작성을 어려워하는 현장 봉사자들을 위해 일일 수업을 진행했습니다. 마지막으로 갈등으로 인해 소외될 수 있는 인원들을 체크하고 그들의 의견도 반영될 수 있도록 했습니다. 그 결과 오해가 풀리고, 목표인 성공적인 폐막식 진행까지 힘을 모을 수 있었습니다. 글자수 468 자 805 Byte"
㈜이랜드파크,인턴 호텔종사자,Q5. 지원하게 된 동기와 본인이 잘 할 수 있는 이유에 대해 강점과 경험에 근거해 구체적으로 작성해 주세요. (최대 500자) 보기,"저의 창의적 관점과 마케터로서의 역량이 이랜드파크 호텔사업부에서 일어날 수 있는 마케팅 문제를 해결하는데 크게 기여할 수 있다는 믿음으로 지원하게 됐습니다. 저는 도전과 성취를 좋아하는 성격으로 주어진 일에 대해 항상 더 높은 성과를 내기 위해 노력해 왔습니다. 스타트업 팀원으로 활동할 땐 크라우드 펀딩 목표액의 7%를 초과한 성과, 공공기관에서 일할 땐 신규 브랜드 마케팅에 참여해 목표 가맹점의 40%를 초과한 성과, 공공 분야 콜로키움 공모전에선 팀장으로 활동하며 우수상을 수상한 경험이 있습니다. 이때 체득한 데이터 분석과 SNS 활용, 크리에이티브 한 콘텐츠 제작 등 다양한 마케팅 기법을 습득했고, 이를 바탕으로 사진작가와 영상 기획 PD로 활동하며 600명의 팔로워와 누적 조회 수 10만 회 이상을 기록하기도 했습니다. 제 강점인 팀워크, 리더십, 캠페인 기획 능력을 통해 이랜드파크 내 고객들에게 더 다양하고 특별한 경험을 선사하는데 큰 기여를 할 수 있을 것이라고 자신합니다. 글자수 502 자 855 Byte"
㈜이랜드파크,인턴 호텔종사자,Q6. 위에서 표현되지 못한 자기소개를 간단하게 적어 주십시오. (최대 500자) 보기,"광주 U대회에서 봉사활동을 하는 동안 숙소 문제를 개선하여 이전 대비 만족도를 50% 높인 경험이 있습니다. 대회 기간 동안 숙소는 기존 축구 센터 내 작은 강당을 임시로 개조한 곳이었습니다. 30명이 넘는 인원이 한곳에서 자야 했고 이로 인해 여러 문제가 발생했습니다. 특히 밤중에는 무단이탈자가 생기는 등 큰 어려움이 있었습니다. 이 문제를 해결하기 위해 먼저 설문조사를 실시하여 숙소의 만족도와 불편한 점을 파악했습니다. 그 결과 코골이로 인한 숙면의 어려움이 주요 원인임을 발견했습니다. 저는 다른 팀의 팀원들과 유사 문제를 해결한 방안을 공유하고 숙소에 적용했습니다. 그래서 코골이가 있는 사람들은 그렇지 않은 사람들보다 조금 늦게 자고 일어나는 대신 아침에 해야 할 일부 업무를 더 맡는 대안을 제시해서 문제를 해결했습니다. 합숙 마지막 주에 실시한 설문조사에서 이전 대비 숙소 만족도가 50% 향상되었으며, 성공적인 대회 마무리를 위해 팀원들과 함께 힘을 모을 수 있었습니다. 글자수 498 자 854 Byte"
CJ올리브영㈜,신입 운영보조·매니저,Q1. 해당하는 직무를 지원하게 된 동기와 해당 직무를 통해 이루고 싶은 비전을 구체적으로 기재하여 주십시오 보기,"헬스 앤 뷰티 시장은 현대에 들어와 더욱 크게 성장하였고, 그만큼 소비자들의 상품 선택도 어려워졌습니다. 그리고 CJ 올리브 영은 이러한 불편함과 어려움을 해결할 수 있도록 도움을 주는 대표적인 유통 브랜드입니다. 저는 올리브 영이라는 '국내 최적화 글로벌 라이프스타일 플랫폼'을 경험하며 그 무궁한 성장 가능성을 파악해 왔습니다. 일반 오프라인 매장뿐만 아니라 온라인몰, 당일 배송 서비스인 '오늘 드림' 등 채널을 넓혀 소비자를 모았는데, 타 경쟁사의 매장 점유율이 크게 성장하지 못한 것에 비하면 주목할 만한 결과입니다. 그만큼 많은 이들의 삶 전반적인 측면에 영향력이 있다는 사실을 실감하며, 저 또한 CJ 올리브 영을 자주 접해 왔고 또 좋아하는 만큼 이를 좀 더 자세히 탐색하여 그 우수함을 널리 알리는 데 기여하고자 지원했습니다. 제가 해당 직무를 통해 이루고픈 비전은 '고객 맞춤형 직원'이 되는 것입니다. 이는 소비자의 방문 목적에 맞게 상품을 제안하고 또 만족을 주는 것을 의미합니다. 저는 시간이 지나도 트렌드에 민감하며, 그들이 무얼 원하고 있는지를 재빠르게 읽어내는 사람일 것입니다. 특히 현대에는 세대별 소비자 취향이 수시로 바뀜에 따라 이러한 양상을 빠르게 파악하는 것이 더욱 중요합니다. 향후 올리브 영에서 업무를 수행함에 있어 고객의 마음에 공감하고, 또 그에 맞는 결과를 보이겠습니다. 열정적으로 배우고 부족한 부분은 피드백을 받으며 어떻게 하면 스스로가 조직에 알맞게 사용될 수 있는지를 매번 고민하겠습니다. 결과적으로는 올리브 영을 찾는 고객들의 만족도 향상에 기여할 것이며, 이러한 일을 할 수 있음에 큰 자부심을 지닌 사람이 될 것입니다. 저의 잠재력을 알아봐 주신다면 맡을 바 몫을 충실히 해내는 좋은 직원이 될 것입니다. 글자수 880 자 1,508 Byte"
CJ올리브영㈜,신입 운영보조·매니저,Q2. 해당하는 직무의 수행과 관련하여 가지고 있는 개인의 장점과 약점을 모두 기술하여 주십시오 (약점의 경우 극복방안에 대해서도 기술하여 주십시오) 보기,"저를 가장 잘 표현할 수 있는 단어는 ‘배려’입니다. 평범할 수 있지만 그만큼 정감 있고, 누군가를 상대함에 있어 필수 요건이 되기도 합니다. 저는 대화의 자리에 임할 때 제 언행이 상대방에게 어떤 영향을 미칠지를 항상 생각합니다. 그리고 이것은 제가 가진 가장 큰 강점입니다. 더 자세하게는 회사 생활에 있어서는 모두와 원만하게 커뮤니케이션할 수 있는 유연한 성격, 그리고 직무에 있어서는 고객의 기분과 상태를 빠르게 읽어낼 수 있는 예민함이라 표현하고 싶습니다. 일례로 한 마케팅 대행사에서 인턴으로 일할 당시, 저는 온라인상에서 고객을 응대하는 CS 업무를 매우 원활히 수행하였습니다. 이는 틈날 때마다 매뉴얼을 읽고, 올바른 고객 응대를 위해서 전임자분의 CS 답변 기록을 모두 찾아 읽었을 정도로 맡겨진 일을 성실히 이행한 덕분이었습니다. 이렇듯 타인 지향적 마음가짐은 모든 업무를 유연하게 수행하는 기반이 될 것이라 믿습니다. 저는 적극적으로 배우고 소통하려는 자세가 이미 갖춰져 있고, 이는 회사 전반의 업무 흐름을 빠르게 깨우치는 도구가 될 것입니다. 상대를 먼저 생각하는 팔로워적인 성향이 강한 것이 때로는 이것이 단점으로 이어질 수 있는데, 상대의 기분에 맞추어 대화를 이어가다 보니 거절이나 단호히 말해야 하는 상황에 닥쳤을 때 당황한 적도 있습니다. 이때 저는 문제를 최대한 정확히 인식한 뒤, 다른 솔루션을 찾거나 거절에 대한 이유를 상세히 설명드리는 식으로 문제를 해결하였습니다. 제 자신의 의견은 확실히 전달하면서도 ‘상대를 위한 커뮤니케이션’이라는 나름의 원칙을 지키고 있는 것입니다. 서비스직의 자리에서는 언제나 친절해야 하지만, 예상치 못한 돌발 상황에 부딪히면 규칙에 따라 단호하게도 대처해야 한다는 것을 알고 있습니다. 저 또한 직종을 가리지 않고 일하며 그렇게 행동할 줄 아는 사람이 되기 위해 노력했고, 앞으로도 주어진 매뉴얼에 꼭 맞게 일할 것입니다. 글자수 950 자 1,638 Byte"
㈜파라다이스세가사미,신입 호텔종사자,"Q1. 본인의 가치관은 무엇이며, 이를 형성하는데 가장 큰 영향을 끼친 경험을 구체적으로 기술해주십시오. 보기","제게 있어 가장 중요한 가치관은 누군가에게 도움을 주는 것이며, 이러한 일을 할 때 가장 기쁩니다. 저는 2년간 국제 학생들의 생활을 돕는 '글로벌 버디'로서 활동한 경험이 있습니다. 처음에는 외국인 친구를 사귀고 싶다는 마음에서 시작했으나, 학생들과 대화하고 삶을 공유하며 전심으로 그들의 생활을 도왔습니다. 물론 20명가량의 다국적 학생들을 만나고 또 관계를 쌓아가는 과정이 순탄치만은 않았습니다. 저와의 만남 자체를 부담스러워하거나, 귀찮다는 이유로 갑작스레 연락이 두절되는 상황도 적잖게 있었습니다. 저는 어떻게 하면 서로 간의 거리를 좁힐 수 있을지를 고민했습니다. 대면 만남을 어색해하는 친구를 위해 학교생활과 관련한 정보를 밤새 수집해 정리했고, 이를 책자 형태로 만들어 선물했습니다. 하루는 학생의 자취방 계약 만료가 다가와 함께 발로 뛰며 발품을 구하러 다니기도 했습니다. 한국말이 서툰 학생 대신 제가 나서서 월세를 조금만 내려달라며 능청스러움을 발산하던 기억이 납니다. 다국적 친구들과의 교류를 통해 저는 다양한 문화를 이해하고, 누구보다 유연성 있는 마인드를 갖추게 되었습니다. 그리고 저의 노력이 누군가에게 도움이 되어 문제가 해결되었을 때, 작게나마 스스로의 가치를 인정받는 느낌이 들었습니다. 전심으로 학생들을 돕고자 하는 마음이 전해졌던 것인지, 초반에 저와의 만남을 피하던 친구들도 점차 저를 믿고 먼저 소통하기 시작했습니다. 어느새 저는 학생들 사이에 국적을 넘은 친근한 친구로서 자연스레 스며들었고, 이들에게 '배려 많고 대화가 잘 통하는 사람'이라는 평가를 받을 수 있었습니다. 다음에도 네가 나의 버디였으면 좋겠다는 말을 들었던 것은 아직까지도 저의 큰 자랑거리입니다. 글자수 847 자 1,466 Byte"
㈜파라다이스세가사미,신입 호텔종사자,Q2. 파라다이스가 왜 귀하를 채용해야하는지 3가지 이유를 들어 구체적으로 기술해주십시오. 보기,"첫 번째로 저는 업무에 있어 높은 책임감을 가진 사람입니다. 저는 약 1년간 빵집에서 샌드위치 제조 기사로 일하였는데, 하루 80개가량의 상품을 만들어냄에 있어 가장 중요히 여긴 것은 상품의 일관성이었습니다. 한정된 시간 안에 정해진 분량을 만들어내는 것은 쉬운 일이 아니었습니다. 하지만 근무 시간이 초과되는 한이 있더라도 저는 언제나 동일한 양과 품질을 유지하려 애썼습니다. 그 결과 한 손님께선 '집 가까이에 동일한 매장이 있지만, 이 집의 것이 훨씬 먹음직스러워 일부러 여기까지 온다'라고 말씀하셨고, 저는 노력에 대한 성과를 몸소 체험했습니다. 또한 저는 서비스인으로서 고객 맞춤형 대응 능력이 있습니다. 고객을 대면하는 최전방의 자리에 선 서비스인에게 고객의 니즈를 파악하는 것은 매우 중요한 덕목입니다. 스타벅스라는 프랜차이즈 카페에서 바리스타로 일한 경험이 있는데, 제가 일했던 곳은 규모가 크고 주택가에 위치하여 연령대가 높은 단골 고객분들이 주를 이루었습니다. 저는 양질의 응대를 위해 단골 고객분들의 방문 시간이나 음료 취향을 기억하기 시작했고, 이를 기반으로 가벼운 담소를 나누는 등 얕게나마 관계를 쌓아갔습니다. 고객을 알고자 노력하고 또 공감한 덕에 저는 유연성 있게 업무를 수행할 줄 아는 귀중한 자산을 쌓았습니다. 상대와의 원활한 소통과 관련해서도 저는 두각을 보입니다. 한 광고 대행사에서 일할 당시 하루는 화장품 업체의 광고 촬영에 모델로서 보조하였는데, 현장에서 제가 이해한 바와 광고주께서 원하는 콘셉트에 차이가 있다는 느낌을 받았습니다. 저는 즉시 촬영팀분들과 의견을 나누며 촬영 구도와 느낌을 전달받았고, 제 역할이 무엇인지를 재정립하는 동시에 타 부서분들의 커뮤니케이션도 놓치지 않았습니다. 글자수 863 자 1,494 Byte"
