company,position,q,a
엘지전자㈜,인턴 인사담당자,"Q1. 전공과목- 지원직무와 관련된 가장 흥미로웠던 전공 과목 Guide> 수강했던 전공 과목 중 지원 직무와 관련하여 가장 흥미로웠던 주제(한 가지)에 대해서 설명해주세요. (선정배경, 주제요약, 학점 등 포함) (1000자) 보기","""교육학 토론 - 다양한 전공 선생님들의 토론 진행자"" 교육대학원을 다니면서 교육학개론 수업 때 20~50대의 다양한 연령층을 가진 분들을 대상으로 발표 및 토론수업에 참여 및 진행을 했던 적이 있습니다. 교육학 수업은 다양한 전공을 가진 선생님들이 참여를 했던 수업으로 당시 토론 주제가 2015개정 교육과정의 보완 및 개선방안에 대한 것이었습니다. 해당 주제에 대해 다양한 교과목 전공 선생님들이 다양한 의견과 관점을 제시했고 제가 하는 역할은 효과적인 토론의 장을 마련하기 위해 토론에 대한 새로운 관점 및 아이디어를 제시하여 좀 더 활발한 토론을 띄게 하거나 아니면 아예 말수가 없던 조에게는 토론 주제에 대한 보편적인 논쟁 포인트를 제시하여 서로의 소통이 싹틀 수 있도록 도와줬습니다. 이러한 경험은 해당 직무에서 하나의 목표 및 주제에 대해 다양한 관점을 가진 임직원 분들의 의견을 수용하고 모든 이해관계를 충족시키는 실마리를 제공하는데 도움이 될 것이라 믿습니다. ""반응 유도를 통한 활발한 발표 진행"" 예상치 못한 문제점은 토론 전에 발표를 진행하면서 학생 분들의 호응과 반응이 크게 없었고 제 발표 내용에 대해 이해를 했는지를 파악하기가 어려웠던 것입니다. 이를 해결하기 위해, 발표 내용에 대해 중간에 질문과 퀴즈를 제시하여 발표 내용에 대한 이해도를 파악하려고 했습니다. 발표는 총 20분이었고 처음 8분 동안 발표하고 발표내용의 이해도 및 질의응답을 진행하려고 했지만 많은 학생 분들이 크게 반응이 없었고 질문을 하는 분들이 없었습니다. 수업에 있어서 발표자와 학생의 상호작용이 필수라고 생각했고 저 혼자만 말을 하는 발표는 의미가 없다고 생각해서 나머지 발표 시간 동안은 발표를 진행하며 무작위로 학생 분들을 선정하여 질문을 했습니다. 비록 처음에는 당황하고 대답을 못하는 분들이 있었지만 거의 발표가 종료되는 시간에는 대부분 학생 분들이 대답을 했고 발표 내용에 이해하는 태도를 보였습니다. 글자수 969 자 1,666 Byte"
엘지전자㈜,인턴 인사담당자,"Q2. 직무관심도 및 역량- 지원직무에 대한 관심 및 보유 직무 역량 Guide> 지원직무에 관심을 가지게 된 계기(수강과목, 동아리 등 교내외활동 등) 및 관심 직무 관련 자신만의 차별화된 강점이나 역량을 기재하면 좋습니다. (1000자) 보기","""학생이 주인공인 교육봉사 활동"" 여러 가지 교육봉사 활동을 했습니다. 중고등학생부터 대학생까지 다양한 학생들을 대상으로 교육 멘토링을 진행했고 단순히 교육을 하기보다 함께 서로 소통하고 이해하는 것을 우선시했습니다. 이를 위해, 학생들의 선호도를 먼저 설문조사를 통해 파악하고 매 교육 시간이 끝날 때마다 그다음 수업의 방향성과 교육내용의 피드백을 들었습니다. 또한 일방향 전달식 교육보다는 게임식 수업을 진행하며 학생들이 교육에서 원하는 것이 무엇인지 들어주고 지루한 교육보다 최대한 재미있고 능동적인 교육 현장이 되도록 교육을 진행했습니다. 특히, 기억에 남는 것은 마지막 날 학생들에게 학생들의 특징과 성향에 따라서 알맞은 조언을 꼬리표로 남겨주었던 것입니다. 한두 문장으로 이뤄진 꼬리표였지만 저의 공감능력을 최대한 보이고자 했고 짧지만 강한 영향을 주고 싶었습니다. 덕분에 학생들에게 좋은 피드백을 얻었고 아직까지도 좋은 추억을 남았습니다. 이를 통해 배운 것은 교육을 진행하는 사람이 멘토인 저였지만 교육의 주인공은 학생으로서 능동적으로 참여하도록 제가 도와야 하는 것입니다. 글자수 554 자 971 Byte"
엘지전자㈜,인턴 인사담당자,"Q3. 팀워크 역량- 팀워크를 발휘하여 계획한 목표를 달성한 경험 Guide> 공동의 목표(프로젝트, 공모전, 학교 수업의 팀 과제 등)를 설정하게 된 계기, 기간, 참여한 인원 및 본인의 역할, 목표 달성을 위해 수립한 구체적인 계획 및 실행여부, 목표 대비 달성한 수준, 그 과정 속에서 갈등 및 문제점 그리고 해결과정, 그 과정 속에서 본인이 배우고 느낀 점을 포함하면 좋습니다. (1000자) 보기","""다양한 낯선 사람들과의 시너지 형성"" 학교에서 팀 과제를 하며 다양한 전공끼리 여러 가지 관점을 공유하며 더욱 양질의 과제를 수행하여 우수한 성적을 받았던 적이 있습니다. 학교 교양 수업이 있었습니다. 팀 과제를 수행하면서 자유롭게 팀을 결성했는데 아무래도 서로가 친한 사람들끼리 팀을 결성하다 보니 팀 결성이 단일한 전공으로 편성된 경우가 많았습니다. 하지만 그 당시 저는 혼자 수업을 들었기 때문에 임의적으로 결성된 그룹에 참여했습니다. 처음에는 서로가 잘 모르고 서먹하여 많이 걱정했습니다. 이를 위해 제가 노력한 것은 서로가 더욱 가까워지기 위해 자주 모임을 가지고 제가 먼저 커피를 팀원들에게 대접하며 서로 간의 벽을 허물게 했습니다. 서로가 자연스러운 관계가 되어야 우수한 팀워크가 형성된다고 믿었기 때문입니다. 또한 먼저 적극적으로 의견을 어필하며 상대방의 의견을 이끌어낼 수 있도록 했습니다. 이러한 노력 덕분에 발표 당일에 교수님으로부터 가장 우수한 과제를 수행한 그룹으로 선정되었습니다. 또한 교수님의 인상적인 피드백 중 하나가 다양한 전공의 사람들끼리 모였기 때문에 발표 내용에 깊이가 남달랐고 여러 가지 관점을 수용했다는 것이었습니다. 이러한 경험 덕분에 낯선 사람들과의 협업이 두렵지 않고 함께 적극적으로 일할 수 있는 사람이 되었습니다. 글자수 652 자 1,135 Byte"
현대오토에버㈜,신입 인사담당자,Q1. 현대오토에버의 해당 직무에 지원한 이유와 앞으로 현대오토에버에서 키워 나갈 커리어 계획을 작성해주시기 바랍니다. 보기,"""트렌디한 기획력으로 차별적 솔루션 제안 약속"" 현대오토에버는 인포테인먼트 시스템, 커넥티비티 서비스, 스마트팩토리, CCS 인프라 구축과 같은 IT 신기술의 선두주자입니다. 끊임없는 도전과 혁신으로 성장을 만들어 작년 매출액 33%, 영업이익 48% 향상한 경영실적을 만들었습니다. 이에 그치지 않고 차량 주행 레벨 3의 상용화를 위해 움직이고 있습니다. 타 기업과 다르게 소프트웨어 정의 차량 시대를 선도하기 위해 소프트웨어 개발·테스트·운영 전 단계의 품질 서비스 사업을 빠르게 준비하는 모습이 놀라웠습니다. 또한 매월 IT 서비스 브랜드 평판 상위권 및 올해의 ESG 기업 환경부 장관상 수상으로 기업의 사회적 역할을 다하는 것이 인상 깊었습니다. ‘현대오토에버’만의 기술력으로 독보적 위치에서 향후 모빌리티 소프트웨어 시장을 더 강력하게 주도할 회사라고 확신하게 되어 지원하게 되었습니다. 글자수 455 자 773 Byte"
현대오토에버㈜,신입 인사담당자,"Q2. 2. 지원한 직무와 관련하여 어떠한 역량(지식/기술)을 강점으로 가지고 있는지, 그 역량을 갖추기 위해 무슨 노력과 경험을 했는지 구체적으로 작성해주시기 바랍니다. 보기","""전문성과 의사소통 능력으로 고객의 만족을 만드는 인사담당자"" 저는 인사 직무에 필요한 전문성과 의사소통 능력을 강점으로 보유하고 있습니다. 인사직무의 전문성은 이론과 실무가 융합되어야 한다고 생각합니다. 씨젠 인재 확보팀에서 채용 업무를 지원할 때 HRM 전문가 자격증을 통해 배운 직급체계를 활용해 채용 품의를 작성하고 근로계약서를 검토했습니다. 처우 산정표에 잘못 계산된 직위승진일을 사원부터 부장까지의 직위 연차를 토대로 올바르게 수정했습니다. 또한 컴퓨터 활용능력 1급으로 습득한 엑셀 스킬을 Direct Sourcing 및 LongList 작업에 이용했습니다. 바이오 장비 양산 리더급 인력 7명 중 가장 적합한 3명의 후보자를 현업부서에 소개할 수 있었습니다. 인사담당자는 의사소통 능력을 통해 많은 문제를 해결합니다. SK 바이오사이언스에서 유연한 커뮤니케이션으로 면접 소요시간을 30% 단축했습니다. 당시 면접자가 20명 이상으로 약 10시간 진행이 예상되었습니다. 면접관 일정, 업무 상황으로 인해 진행에 어려움이 있을 것으로 판단해 현업 팀장님께 1인당 30분에서 20분으로 진행 시간 변경을 제안 드렸습니다. 처음엔 15분 진행을 요청하셨지만 PT 발표, 화상 환경, 평균 면접 시간을 고려한 의견을 전달해 드렸고 약 7시간 안에 면접을 마칠 수 있었습니다. 이러한 역량은 구성원의 문의를 응대하고 각 연차, 직급을 아울러 원활하게 소통하는데 보탬이 될 것입니다. 조직의 만족을 만들 수 있는 인사담당자가 되겠습니다. 글자수 763 자 1,278 Byte"
㈜KT cs,신입 인사담당자,Q1. 성장과정 / 성격의 장단점 보기,"""60개 화상장비 교체를 통해 긍정적 채용 이미지 향상"" 인사 담당자는 많은 사람을 응대하기 때문에 효율적인 업무방식을 추구해야 합니다. 저는 업무를 빠르게 진행할 수 있는 방법이 있다면 적극적으로 변화를 주도하는 장점으로 조직의 변화를 만들며 성장해왔습니다. 현대자동차 채용 지원센터에서 면접 운영을 담당할 때 네트워크 오류로 면접이 1시간 이상 중단되는 현상이 반복적으로 발생 했습니다. 모두 교체의 필요성을 인지했지만 주요 업무로 인해 우선순위가 밀려 악순환이 지속되었습니다. 저는 채용 담당자로서 면접 지연으로 불편을 해결하기 위해 담당자와 소통하여 상황 보고를 위한 증거가 필요하다는 것을 알게 되었습니다. 이를 위해 본체, 모니터 등 60개 이상의 장비 사진과 설명이 정리된 보고서를 만들었습니다. 당시 혼자 4시간 이상 야근을 하며 자료를 정리했지만 모든 것을 진행하기엔 남은 근무기한이 일주일뿐인 상황이었습니다. 분업을 위해 동료에게 PPT 구체화 작업을 부탁했고 실시간으로 전화하며 디테일을 추가해 보고서의 완성도를 높였습니다. 덕분에 보고서 제출 후 2주 만에 교체 작업이 시작되었습니다. 글자수 571 자 982 Byte"
㈜KT cs,신입 인사담당자,Q2. 지원동기 보기,"""트렌디한 기획력으로 차별적 솔루션 제안 약속"" Kt cs는 빠르게 변화하는 시장과 고객 니즈를 선제적으로 대응하여 지난해 사상 최대 매출 실적을 이뤄낸 놀라운 기업입니다. AI 중심의 컨택사업과 브랜드 중심의 유통사업을 확장한 전략으로 매출 6.6%, 영업이익 15.6% 증가를 만들었습니다. 빠른 시장 흐름 파악으로 AICC 시장의 글로벌 성장 추세와 국내 활성화에 맞춰 컨택센터 중심 자사 AI 기술을 내재화하고 기존 통신 유통사업을 확장해 자체 브랜드 출시 1년 만에 매출 670% 성장을 이룬 것이 인상 깊었습니다. 타 기업과 다른 기술력으로 독보적 위치에서 향후 시장을 더 강력하게 주도할 회사라고 확신하게 되어 지원하게 되었습니다. 저는 차별화된 고객 가치를 제공하는 기업에 걸맞은 트렌디한 교육을 기획하는 인사전문가가 되고 싶습니다. 1년 4개월 동안 4개의 기업에서 채용 프로세스 운영 및 HR 행정 업무를 수행하면서 전문성과 의사소통 능력을 갖췄습니다. 이외에 현직 자 멘토와 함께 하는 온라인 5주 프로그램에 참여해 간접적으로 채용부터 육성, 평가, 보상, 조직문화 실무 업무와 최근 기업 문화 변화에 대해 배웠습니다. MZ 세대, 워라밸, 52시간 근무제 시행을 주제로 구성원 기업 정착 및 몰입도 향상을 위한 제도를 기획하고 인사팀의 고민을 함께 해볼 수 있었습니다. 제 아이디어를 Kt cs의 핵심인재 확보 유지를 위한 차별적인 솔루션으로 발전시키겠습니다. 글자수 732 자 1,219 Byte"
엘지전자㈜,신입 인사담당자,Q1. HR에 대한 관심 및 보유 역량 보기,"""전문성과 의사소통 능력으로 고객의 만족을 만드는 인사담당자"" 인사직무의 전문성은 이론과 실무가 융합되어야 한다고 생각합니다. 씨젠 인재 확보팀에서 채용 업무를 지원할 때 HRM 전문가 자격증을 통해 배운 직급체계를 활용해 채용 품의를 작성하고 근로계약서를 검토했습니다. 처우 산정표에 잘못 계산된 직위승진일을 사원부터 부장까지의 직위 연차를 토대로 올바르게 수정했습니다. 또한 컴퓨터 활용능력 1급으로 습득한 엑셀 스킬을 Direct Sourcing 및 LongList 작업에 이용했습니다. 바이오 장비 양산 리더급 인력 7명 중 가장 적합한 3명의 후보자를 현업부서에 소개할 수 있었습니다. 인사담당자는 의사소통 능력을 통해 많은 문제를 해결합니다. SK 바이오사이언스에서 유연한 커뮤니케이션으로 면접 소요시간을 단축했습니다. 당시 면접자가 20명 이상으로 약 10시간 진행이 예상되었습니다. 면접관 일정, 업무 상황으로 인해 진행에 어려움이 있을 것으로 판단해 현업 팀장님께 1인당 30분에서 20분으로 진행 시간 변경을 제안 드렸습니다. 처음엔 15분 진행을 요청하셨지만 PT 발표, 화상 환경, 평균 면접 시간을 고려한 의견을 전달드렸고 약 7시간 안에 면접을 마칠 수 있었습니다. 이러한 역량은 구성원의 문의를 응대하고 각 연차, 직급을 아울러 원활하게 소통하는데 보탬이 될 것입니다. 조직의 만족을 만들 수 있는 인사담당자가 되겠습니다. 글자수 704 자 1,185 Byte"
한국야금(주),신입 HRD·HRM,"Q1. 본인이 KORLOY를 선택한 이유를 서술해주세요. (최소 1자, 최대 500자 입력가능) 보기","제가 기업을 지원하는 기준은 안정성과 성장성입니다. KORLOY는 국내 절삭공구 시장 업계 3위로써 안정적인 지위를 확보하고 있습니다. 특히 자동차, 항공, 조선해양 부품 등 정밀 시장에 활용되는 절삭공구의 특성상 수요는 꾸준히 상승할 것으로 예상되며 세계1위 절삭공구 소비국인 중국의 공작기계 공구공업 협회에 따르면 2030년에는 631억 위안(12조원)까지 성장할 것으로 예상한다고 합니다. 특히 Indexable Type에 강점을 지니고 있는 KORLOY는 고품위, 고 능률 탑 솔리드 인텍서블 드릴과 엔드밀 등을 출시하며 국내 및 세계시장에서 우수한 기술력으로 업계 지위를 유지하고 있습니다. 이러한 기술력에 힘입어 코로나19와 러시아 전쟁에도 불구하고 22년 매출액은 코로나 이전 19년 매출을 상회하는 실적을 달성하였습니다. 이러한 초경 절삭공구의 강자인 KORLOY는 임직원들에게 비전을 제시하며 임직원과 동반성장을 할 수 있다는 믿음을 주는 기업이라 생각하여 지원하게 되었습니다. 글자수 501 자 835 Byte"
한국야금(주),신입 HRD·HRM,"Q2. 지원부문의 필요한 역량은 무엇이며, 그러한 역량을 갖추기 위해 어떤 노력을 했는지 서술해주세요. (최소 1자, 최대 500자 입력가능) 보기","R 부서는 사내 인적자원관리와 복리후생, 교육관리를 하는 담당 부서로서 회사의 원활한 운영을 위해 다양한 부서로부터 충원 및 교육 등의 요청을 받기 때문에 의사소통 능력과 예정에 없는 상황에 대한 문제해결능력이 필요하다고 생각합니다. 저는 학교에서 인사담당으로 근무하면서 인력 이탈이 잦은 조리원 직종에서 관내 조리종사원 상시 인력 풀을 조직하여 1주일 이상 충원에 걸리는 기간을 3일 이내로 단축한 경험이 있습니다. 또한 엑셀을 활용하여 휴직에 따른 연차 계산 서식을 개발하여 교직원들의 컴플레인과 이의 제기를 효과적으로 대응하고 해결한 경험이 있습니다. 위 경험을 통해 직무에 필요한 부분이 문제 해결능력이라는 것을 배울 수 있었습니다. 또한 분기마다 관리자들과 무기계약직 근로자들과의 면대 면 간담회를 추진하여 근무환경개선과 직접 소통의 창구를 열어 근로자들의 만족도를 60% 이상 상승시켰습니다. 위 경험을 통해 직무에 중요한 부분은 의사소통 능력이라는 것을 배울 수 있었습니다. 글자수 499 자 866 Byte"
