company,position,q,a
계룡건설산업(주),신입 전기기사,Q1. 한 줄 자기소개 (50자 이내) 보기,3개의 전기 자격증과 능숙한 전자기기의 사용 능력으로 계룡건설의 기술력을 향상시키겠습니다. 글자수 50 자 89 Byte
계룡건설산업(주),신입 전기기사,Q2. 시공사를 선택하게 된 배경과 계룡건설에 입사하기 위해 노력한 점을 기술해 주세요. (1500바이트 이내) 보기,"""플랜트에 적합한 인재가 되겠습니다."" 제 역량이 7가지의 사업영역 중 '플랜트'에 가장 적합하고, 관련 직장 6곳 중 3곳이 제가 거주하는 OO에 있어서 지원하게 됐습니다. 3곳 중 OOOOO OOO구에 위치한 'OO OOO OOOOOOO'이 제 역량과 가장 밀접합니다. 터빈발전기, 열 공급배관(48.4km), 송전선로(154kV 1회선, 5.3km) 등이 제가 취득한 3개의 기사 자격증(전기기사, 전기공사기사, 산업안전기사) 내용에 포함되어 있기 때문입니다. 그리고 이에 기여하기 위해 다음과 같은 노력을 했습니다. 첫째, 앞서 언급한 3개의 기사 자격증을 취득했습니다. 이러한 자격증 취득은 저의 전문성과 역량을 입증하는 것뿐만 아니라, 계룡건설의 인재상과 경영이념에 부합한다고 생각합니다. 인재상 중에서는 '책임 완수'가, 경영이념 중에서는 '책임을 다하는 기업'이 가장 부합한다고 생각합니다. '책임 완수'를 통해 훌륭한 계획을 세우고 뚜렷한 목표 설정을 통해 그에 걸맞은 실천을 하기 때문입니다. 또한 '책임을 다하는 기업'을 통해 공사 계약에서부터 설계, 시공, 완공, 사후관리에 이르기까지 성실과 책임을 다하여 고객의 다양한 욕구를 기업 경영 전반에 반영하려는 책임감이 강하기 때문입니다. 둘째, 학부 시절에 다양한 전자기기와 프로그램의 사용법을 익혔습니다. '벡터 네트워크 분석기'를 통해 다이폴 안테나 및 패치 안테나를 제작하고 그 길이를 조정함으로써 임피던스 정합을 하는 방법을 배웠습니다. 또한 'PSpice' 프로그램을 통해 간단한 코딩으로 전자회로, 입력 파형 등을 만들고 결과 창에 그래프를 띄우는 등의 방법을 배웠습니다. 이러한 능력 및 역량을 바탕으로 계룡건설의 현장에서 성실하고 책임감 있게 일하며, 기술력과 창의력을 높이는 직원이 되겠습니다. 글자수 897 자 1,484 Byte"
계룡건설산업(주),신입 전기기사,Q3. 지원하신 직무와 관련하여 본인이 키웠던 대표적인 역량을 소개하고 이를 계룡건설에서 어떻게 접목하고 기여하고 싶은지 기술하세요. (1500바이트 이내) 보기,"""3개의 기사 자격증 취득 및 다양한 전자기기와 프로그램의 사용법 터득"" 계룡건설 전기직에 지원하기 위한 역량 중 하나로 여러 개의 기사 자격증을 취득했다는 점을 꼽을 수 있겠습니다. 저는 전기기사, 전기공사기사, 산업안전기사 총 3개의 기사 자격증을 취득하였습니다. 전기기사 자격증을 통해 전기 설비의 설치, 운영, 유지 보수에 관한 지식과 기술을 습득하였으며 전기공사기사 자격증을 통해 전기공사의 계획, 설계, 감리에 관한 지식을 키웠습니다. 또한 산업안전기사 자격증을 통해 시설의 안전 관리 및 위험 요소를 예방하는 방법 등을 배웠습니다. 이러한 역량을 활용하여 계룡건설의 전기직에 좋은 방향으로 기여할 수 있을 것으로 예상합니다. 그리고 또 다른 역량으로 학부 시절 여러 전자기기와 프로그램의 사용법을 배웠다는 점을 들 수 있겠습니다. 공학프로그램 ADS(Advanced Design System)를 통해 RLC 회로, 고주파 회로, 고주파 필터 등을 설계하고 이를 이용해 전자제품 및 고주파 필터를 직접 제작하는 방법을 배웠습니다. 또한 전선, 저항 및 가변저항, 캐패시터, BJT 등으로 구성된 전자회로를 설계하고 `오실로스코프`라는 전자기기를 통해 전자회로에 흐르는 전압 및 전류 파형을 측정한 다음 오실로스코프에 USB를 꽂고 측정 결과를 USB에 담아 실험 보고서를 쓰는 방법을 배웠습니다. 제 역량 중 산업안전기사를 공부하면서 배운 산업재해조사표 작성법을 현장에서 신속하게 적용하고, 전기 현장에서의 규칙 및 법령을 적용하여 노동자의 작업환경을 보다 더 안전하게 만드는 데에 기여할 수 있을 것입니다. 글자수 803 자 1,350 Byte"
계룡건설산업(주),신입 전기기사,Q4. 본인의 경험 중에 구성원과 협력을 통해 문제를 해결했던 경험과 자신과 반대되는 타인의 의견을 수용했던 경험을 말씀해 주세요. (1500바이트 이내) 보기,"""원칙 준수와 일의 효율성 사이에서 갈등하다"" 4학년 1학기 학부 시절에 진행한 안테나 제작 프로젝트를 통해 '원칙 준수와 일의 효율성 사이에서 갈등했던 경험'이 있습니다. 실험 보고서를 작성할 때 저는 실험 데이터를 정확하게 기록하고 분석하는 것이 중요하다고 생각했습니다. 하지만 제 팀원들은 데이터가 완벽하지 않아도 괜찮다고, 보고서 작성에 너무 많은 시간을 쏟지 말라고 했습니다. 보고서 작성에 대해 이야기하면서 저를 포함한 팀원들이 다른 팀원의 의견에 집중하고 서로의 생각에 대해 의견을 나누기 시작했습니다. 여기서 제 생각과 팀원들의 생각 사이의 차이를 좁히거나 해결하기 위해 다음과 같은 노력을 했습니다. 첫째, 실험 데이터의 정확성이 보고서의 질과 신뢰도에 어떤 영향을 미치는지를 설명하고, 팀원들의 의견을 경청하려 노력했습니다. 둘째, '정확한 데이터 작성'과 '해당 실험을 통해 깨달은 점' 둘 중 교수님이 어느 걸 더 중요시하는지를 재고했습니다. 저와 팀원들의 대화와 경청 덕분에 '해당 실험을 통해 깨달은 점'을 인식하는 게 더 중요하다는 것을 깨닫고 더 이상 '정확한 데이터 작성'에 연연하지 않았습니다. 결과적으로 보고서의 질과 마감 기한을 모두 만족시키는 성과를 거두었습니다. 해당 경험을 통해 원칙 준수와 효율성 사이에서 균형을 잡는 방법을 배웠습니다. 그동안 원칙을 지키는 것이 더 중요하다고 생각했지만, 때로는 일의 효율성을 위해 융통성을 발휘해야 하는 경우도 있다는 것을 깨달았습니다. 또한 팀원들과의 소통과 협력이 갈등 해결 및 의견 통합에 매우 중요한 역할을 한다는 것을 다시 한번 느꼈습니다. 앞으로 원칙 준수와 일의 효율성 사이에서 적절한 판단을 하고, 팀원과의 원활한 소통과 협력을 위해 노력하겠습니다. 글자수 875 자 1,500 Byte"
계룡건설산업(주),신입 전기기사,"Q5. 현장 근무 시 가장 걱정되는 부분이 있다면 말씀해 주시고, 그 어려움을 극복하기 위한 본인만의 노하우가 있다면 기재 바랍니다. (1500바이트 이내) 보기","현장 근무 시 가장 걱정되는 부분은 '의사소통'입니다. 현장에서는 다양한 배경과 전문성을 가진 사람들과 함께 일하게 되며, 고객의 요구사항 및 변경 사항 등을 정확하게 파악하고 전달해야 합니다. 저는 이러한 의사소통의 어려움을 극복하기 위한 두 가지 노하우를 갖고 있습니다. 첫째, 상대방을 존중하고 경청합니다. 현장에서는 서로 다른 의견이나 견해가 충돌할 수 있으므로 상대방의 말을 경청하고 존중하는 태도를 보입니다. 이를 실천한 사례로 학부 시절 전자제품을 제작하는 프로젝트를 수행했던 경험이 있습니다. 프로젝트를 수행하기 전에 산업기사 자격증 공부에 열중하느라 모임을 소홀히 하려는 팀원이 있어 갈등이 발생하게 됐습니다. 해당 갈등으로 인해 자격증 공부를 하는 조원의 의견을 듣고 다음과 같이 설득했습니다. ""3학년 때 산업기사 자격증을 따면 4학년 때 공부하게 될 기사 자격증을 취득하는 데 도움이 된다는 건 알겠다. 하지만 지금은 프로젝트에 집중하고, 3학년 1학기가 끝난 뒤 여름방학 때 공부를 시작해도 늦지 않을 것 같다."" 이 말과 함께 일주일에 한 번은 만나도록 하자는 합의점을 도출해 냈고, 결과적으로 프로젝트를 무사히 마칠 수 있었습니다. 둘째, 피드백을 주고받습니다. 현장에서는 서로의 업무 상황이나 진행 상태를 파악 및 조정하기 위해 피드백을 주고받아야 합니다. 이를 실천한 사례로 학부 시절 GHz 단위의 필터를 제작할 때 '조별 과제의 조장을 정하지 말자'라고 제안했던 경험이 있습니다. 조장이 없는 조별 과제의 단점을 보완하기 위해 과제의 목표와 기한을 명확히 정해 목표에 대한 막연함을 덜었으며, 과제에 대한 피드백을 자주 주고받으며 과제의 방향성을 바로잡았습니다. 이러한 노력 덕분에 조원 간의 협업 능력이 향상되었습니다. 글자수 881 자 1,508 Byte"
계룡건설산업(주),신입 전기기사,Q6. 사회활동 모음 - 1. 동아리활동 (필수 작성 아님) (1993바이트) 보기,"게임 동호회를 통해 저만의 아킬레스건을 해소하고, 대회 활동을 도왔던 경험이 있습니다. 수능이 끝난 후, 리듬게임을 좋아했던 저는 9살 즈음에 들었던 노래의 출처가 pump it up(펌프 잇 업. 이하 펌프.) 게임기에서 흘러나온 노래라는 것을 알게 되었고, 이를 계기로 펌프라는 게임을 시작하게 됐습니다. 그 게임이 재밌어서 시작한 것도 있었지만 다른 남자들은 다 하는 축구, 농구 등의 구기 종목을 못한다는 아킬레스건을 극복하기 위해 시작한 것도 있었습니다. 축구, 농구를 못해도 펌프를 할 줄 알면 내가 잘하는 운동이 하나 늘어나는 것이고, 이는 내 삶의 행복으로 이어진다고 생각했기 때문입니다. 펌프를 시작한 지 몇 개월 후, 같은 옷을 입고 펌프를 하고 있는 4명의 사람들을 만났고, 그 사람들과 대화를 통해 동호회에 가입하겠다고 했습니다. 그렇게 동호회에 가입을 했고, 그 당시 16살의 중학생부터 띠동갑 32살 형님까지 다양한 사람들과 함께 재미있고 알찬 동호회 활동을 즐겼습니다. 동호회에 가입하면서 대회 진행을 돕기도 했습니다. 여러 대회를 보조했지만 그중에서도 기억에 남는 대회가 있습니다. 참가 인원이 64명으로 매우 많은 관계로 쉬는 시간 없이 4시간 이상이 걸릴 것으로 예상되는 대회를 진행해야 했던 경험이 있습니다. 오락실을 대여해서 게임을 진행했는데 그 오락실엔 펌프 기기가 2대 배치되어 있었고, 1대에 2명의 사람이 플레이하며 한 판에 최대 4명이 게임을 하는 방식이었습니다. 그 과정에서 본인의 차례를 기다리다가 지쳐 다른 곳으로 새는 사람이 있었고, 기기에 이상이 있는 것 같다며 신속한 수리를 요구하는 참가자도 있었습니다. 이를 해결하기 위해 오락실과 오락실 바깥을 이리저리 돌아다니며 다음 순서의 참가자가 부재하는 상황을 막았습니다. 또한 수리를 요구하는 참가자의 의견을 수용하여 신속하고 정확한 발판 수리를 진행했습니다. 그 과정에서 발판에 있는 나사를 풀고, 발판을 밟을 때 중요한 역할을 하는 센서의 감도를 예민하게 조절하여 발판의 수리를 정상적으로 마쳤습니다. 그렇게 6시간이 넘는 대회를 쉬는 시간 없이 끝냈고, 대회를 진행하면서 발생된 쓰레기를 치우는 등 뒤처리도 깨끗하게 하여 대회를 차질 없이 마무리할 수 있었습니다. 해당 대회는 유튜브에 라이브 영상으로 남아있습니다. 현재는 구직활동에 집중하기 위해 동호회를 떠난 상태입니다. 글자수 1,179 자 2,008 Byte"
한국영상자료원,신입 시설관리자,Q1. 본인이 지원하고자 하는 직무 분야와 관련하여 어떠한 역량을 갖추고 있는지 기술하고 이를 통해 어떻게 한국영상자료원에 기여할 수 있는지 기술해 주십시오. (500자 이내) 보기,"한국영상자료원 시설관리직에 지원하기 위한 역량 중 하나로 여러 개의 기사 자격증을 취득했다는 점을 꼽을 수 있겠습니다. 저는 전기기사, 전기공사기사, 산업안전기사 총 3개의 기사 자격증을 취득하였습니다. 전기기사 자격증을 통해 전기 설비의 설치, 운영, 유지 보수에 관한 지식과 기술을 습득하였으며 전기공사기사 자격증을 통해 전기공사의 계획, 설계, 감리에 관한 지식을 키웠습니다. 또한 산업안전기사 자격증을 통해 시설의 안전 관리 및 위험 요소를 예방하는 방법 등을 배웠습니다. 이러한 역량을 활용하여 한국영상자료원의 시설관리에 크게 기여할 수 있을 것으로 예상합니다. 한국영상자료원은 영화와 영상에 관한 다양한 자료를 보유하고 있으며, 이를 보존하고 활용하기 위해서는 시설의 안전과 효율성이 매우 중요합니다. 당사에 근무하면서 전기 설비의 정상적인 작동과 에너지 절감을 위해 노력하고, 시설의 안전 관리와 위험 요소의 예방을 위해 업무에 적극적으로 임하겠습니다. 글자수 491 자 850 Byte"
한국영상자료원,신입 시설관리자,Q2. 주어진 과제나 업무를 위해 필요한 기술을 배우고 이를 적절히 활용하여 성공적으로 완수할 수 있었던 경험에 대해 구체적으로 기술해 주십시오. (500자 이내) 보기,"대학교 4학년 때 '마이크로파 회로설계 2'라는 과목을 수강하였습니다. 이 과목을 통해 무선 통신 시스템의 기본 원리와 설계 방법을 배우고, ADS라는 공학 프로그램을 이용하여 GHz 단위의 필터를 설계 및 제작하는 3인 1조 과제를 수행하였습니다. 해당 과제를 수행하기 위해 3학년 때 배웠던 ADS의 기초적인 사용법을 복습했고, 무선 통신 시스템의 다양한 파라미터와 알고리즘에 대해 깊이 있게 학습하였습니다. 또한, ADS의 내장 함수와 라이브러리를 적절히 활용하여 GHz 단위의 필터를 내 생각대로 설계했을 때의 전송 효율을 분석하고 이를 개선하는 방법을 연구하였습니다. 이렇게 하여 GHz 단위의 필터를 설계 및 최적화하였고, 해당 과제를 성공적으로 마쳤으며, 교수님께서도 저희 조의 과제물을 칭찬해 주셨습니다. 이러한 경험은 제게 무선 통신 시스템에 대한 실무적인 지식과 기술을 갖추게 해주었고, 이는 한국영상자료원의 시설관리 업무에 도움이 될 것이라고 생각합니다. 글자수 494 자 834 Byte"
한국영상자료원,신입 시설관리자,Q3. 본인이 관심 있는 분야에 대해 알기 위해 지식이나 정보를 수집하고 분석하는 등의 노력을 기울였던 경험을 기술해 주십시오. (500자 이내) 보기,"게임 장르 중 하나인 '리듬게임'에 관심을 갖게 되면서 겪게 됐던 일들을 소개해 드리겠습니다. '리듬게임'이란 리듬이나 음악에 맞춰 버튼을 누르는 등의 동작을 취하는, 음악이 주된 요소가 되는 게임을 말합니다. TAP SONIC이라는 모바일 리듬게임을 접하면서 그 당시 아이돌 음악, 발라드, 락만 들었던 제 음악 인생이 크게 바뀌었습니다. 이를 통해 리듬게임의 수록곡과 작곡가 등에 큰 관심을 갖게 됐으며, 수능이 끝난 후 'pump it up'이라는 발판을 이용한 오락실 게임에도 푹 빠지면서 관련 동호회에 가입하기도 했습니다. 이에 그치지 않고 동영상 편집 프로그램과 여러 홈페이지를 활용해 작곡가의 정보를 수집 및 분석하여 어느 작곡가를 소개하는 영상을 만들기도 했습니다. 그리고 리듬게임뿐만 아니라 J-POP, 힙합 등 타 장르의 음악에도 관심을 갖게 되면서 리믹스 및 매쉬업 음악을 100여 개 제작하기도 했습니다. 그중에는 조회 수가 30만 회를 넘는 매쉬업도 포함되어 있습니다. 글자수 505 자 841 Byte"
한국영상자료원,신입 시설관리자,Q4. 다양한 활동을 하면서 불편함을 감수하고 정해진 원칙·규칙을 철저히 지켰던 경험에 대해 기술해 주십시오. (500자 이내) 보기,"휴학 도중 중학교의 시설관리원으로 근무하면서 '시험문제와 관련된 문제점'에 직면했던 경험이 있습니다. 시설관리원의 업무 중 하나는 바로 '기말고사 시험지 출력'이었습니다. 그 당시 일하면서 친해진 한 중학생이 제게 찾아와 시험 문제를 몇 개만 알려달라고 부탁했습니다. 저는 높은 성적을 받고 싶어 하는 학생의 마음을 이해했지만 그것은 학생의 학습과 인생에 도움이 되지 않는다고, 오히려 부정행위라고 확실하게 알렸습니다. 그 대신 학생이 알려달라 했던 수학 과목의 기본적인 개념과 문제해결 방법을 점심시간 1층 복도 창가에서 가르쳤습니다. 짧은 시간이었지만 이로 인해 학생은 어려운 수학 문제를 스스로 풀 수 있는 능력을 키웠고, 저는 업무의 책임감과 원칙 준수의 중요성을 배우게 된 일석이조의 경험을 얻었습니다. 위와 같은 경험을 통해 한국영상자료원에서도 원칙 및 규칙을 준수하며 업무에 임하겠습니다. 글자수 453 자 783 Byte"
