company,position,q,a
인천교통공사,인턴 사무보조,Q1. [지원동기] 인천교통공사 청년인턴으로 지원하게 된 동기에 대하여 기술해 주십시오. 보기,"추억은 그때가 아니면 얻을 수 없는 소중한 것입니다. 저에게 있어서 부모님과 함께했던 추억은 지금의 저를 만들어준 작은 조각과 같습니다. 특히나 적극적인 성격으로 여행을 좋아하여 국내외 이곳저곳을 여행했는데, 지금도 함께 여행했던 곳은 향수로 남습니다. 이러한 아름다운 경험의 시작은 '교통'에서 출발한다고 생각합니다. 인천교통공사는 인천을 찾는 모든 분의 첫인상입니다. 여행의 설렘이 시작되는 순간은 여행지로 출발 혹은 도착하는 순간이기 때문에 도시철도와 고속버스는 중요성이 아주 크다고 생각합니다. 이는 관광객뿐만 아니라 지역 주민의 중요한 이동 수단이자 문화의 장소이기도 합니다. 도시철도 역사에는 다양한 문화 공간이 자리 잡고 있으며, 공연장, 탁구장, 미술품 전시 등 시민에게 열린 공간으로의 역할을 하고 있다고 생각합니다. 이처럼 모두의 친구이자 행복을 나누는 이웃인 인천교통공사에서 많은 분들의 도움이 되어드리고, 다양한 분야의 경험을 쌓고자 청년인턴으로 지원하게 되었습니다. 글자수 499 자 870 Byte"
인천교통공사,인턴 사무보조,Q2. [조직 이해] 조직에서 추구하는 방향이나 궁극적인 목표 등을 공유함으로써 팀원들과 공동의 목표로 일을 추진한 경험이 있습니까? 당시 지원자가 취한 행동과 그 결과를 중심으로 기술해 주십시오. 보기,"저는 OO공사에서 인턴으로 근무하며 공식 인스타그램을 운영하게 되었습니다. 이곳의 방향성은 '친환경'과 '힐링' 이었기 때문에 이 두 가지 요소를 바탕으로 여행지 구성 및 홍보를 진행하게 되었습니다. 팀 내에서는 여행지를 구성하고 저는 홍보를 담당하게 되면서 같은 방향으로의 진행에 다소 어려움이 있었습니다. 기존의 팔로워의 연령층이 다소 높고 팔로워가 1500명 정도로 홍보 효과가 크지 않은 점과 친환경에 대한 전문성에 초점이 맞춰지다 보니 관심도 저하의 문제가 있었습니다. 저는 이에 따라 젊은 층을 타게팅 할 수 있도록 새로운 콘텐츠 제작 및 타 업체와의 협업을 진행했고, 콘텐츠 내용과 연계하여 경품 이벤트의 품의를 올려 연계성을 높이고자 노력했습니다. 이를 통해 약 팔로워가 3300명에 도달하였으며 게시글의 댓글과 좋아요 수 등이 증가하며 많은 분과 상호 소통이 가능한 SNS 환경을 조성할 수 있었습니다. 이는 현재도 해당 공사의 대표적인 홍보 채널로 사용되고 있습니다. 글자수 496 자 847 Byte"
인천교통공사,인턴 사무보조,"Q3. [전문성] 자신의 역량 강화를 위해 어떤 노력을 하였으며, 그 결과 갖추게 된 능력이나 역량에 대해 기술해 주십시오. 보기","저는 특유의 호기심을 바탕으로 이전부터 다양한 사람과 소통하는 것에 큰 흥미를 느꼈습니다. 이는 자연스럽게 외국인들과 소통하고 싶다는 생각으로 발전하게 되었고, 새로운 외국어를 배우는 것에 관심을 두게 되었습니다. 이에 일본어와 영어 등의 외국어 공부를 하게 되었습니다. 일본어의 경우 관련 과목을 지속적으로 이수하고, 유학생 도우미 활동 및 학내의 유학생들과의 지속적인 교류를 통해 능력 향상을 꾀하고 있으며, 일본어 원서 독서 소모임에서 1년간 회장으로 활동하는 등 다양한 각도에서 언어를 접하고 문화를 이해하기 위해 노력하고 있습니다. 영어는 듣고 말하는 능력이 중요하다고 판단하여 영어로 진행되는 수업을 이수하기 위해 노력했고, 경영정보시스템, 소비자행동론 등의 수업은 원어 수업을 이수하기도 했습니다. 이 과정에서 다양한 국적의 유학생과 토론하고 문화를 배우고 소통 능력 또한 키울 수 있었습니다. 언어를 배우는 과정 속에서 새로운 역량을 키울 수 있다는 자신감을 얻게 되었습니다. 글자수 501 자 870 Byte"
인천교통공사,인턴 사무보조,Q4. [업무추진계획] 한 번에 여러 목표를 달성하기 위해 세웠던 계획 방법에 대해 기술하고 어떤 결과를 도출하였는지 기술해 주십시오. 보기,"여러 업무가 있을 때, 우선순위와 업무의 난이도를 먼저 산정하는 것이 중요하다고 생각합니다. 우선순위가 가장 높은 업무부터 진행하며, 우선순위가 비슷한 경우에는 업무 난이도가 가장 낮은 것부터 끝내는 것이 저에게 알맞은 것을 여러 번의 경험을 통해 알게 되었기 때문입니다. 업무는 여러 개가 쌓이다 보면 자연스럽게 심리적인 압박감이 생기게 되곤 합니다. 저는 OO공사에서 인턴 업무를 하며 인스타그램 콘텐츠 제작, 색인목록 작성, 환입금처리, 지자체 공무원 응대 및 책자 디자인 등 다양한 업무를 동시에 진행하게 되었습니다. 처음에는 업무의 양이 많아 업무시간 안에 끝내지 못하기도 하였지만, 가장 먼저 끝내야 하는 업무를 찾고 업무의 난이도를 정리하여 순서에 맞게 업무를 진행하며 빠르게 업무 처리를 할 수 있었습니다. 시간 절약의 결과로 책자 디자인을 여러 개 준비하여 마감일보다 빠르게 완성할 수 있었고, 인스타그램 콘텐츠에 제작 업무에 집중하여 팔로워 증가를 이룰 수 있었습니다. 글자수 497 자 857 Byte"
한국산업인력공단,인턴 사무담당자,Q1. 우리 공단 체험형 인턴에 지원하게 된 동기 및 공단 근무를 통해 성장시켜나가고 싶은 역량이 무엇인지 서술하여 주십시오. 보기,“비계(飛階) 같은 존재가 되겠습니다.” 공사현장에 설치하는 비계처럼 높은 곳으로 올라가길 바라는 기업과 근로자에게 맞춤형 발판을 제공할 수 있도록 노력하겠습니다. 공인노무사 자격증을 준비하면서 결국 사회의 지속가능한 발전을 이루기 위해선 인적자원의 보전과 개발이 필수적임을 배웠습니다. 한국산업인력공단이 인적자원개발 투자에 앞장서고 있다는 점과 공인노무사 수험 경험을 바탕으로 생긴 인적자원과 관련 인프라에 대한 높아진 관심이 한국산업인력공단 체험형 인턴에 지원하게 된 동기가 되었습니다. 체험형 인턴으로서 근무하면서 인력개발 훈련 운영에 대한 지식뿐만 아니라 능력 중심 사회로 나아가기 위한 인프라 구축에 기여하고 싶습니다. 또한 23년 하반기에 예정되어 있는 다양한 개인별 직무능력 정보를 저축·통합 관리하는 ‘직무능력은행제’ 정보시스템에 대한 입체적이고 생생한 정보를 얻어 배우고 싶습니다. 한국산업인력공단에서의 체험형 인턴 경험은 삶에 있어 전환점이 될 것임을 확신합니다. 글자수 499 자 877 Byte
한국산업인력공단,인턴 사무담당자,"Q2. 우리 공단의 사업 중 본인이 가장 관심을 가지고 있는 분야는 무엇이며, 그 이유는 무엇인지 서술하여 주십시오. 보기",한국산업인력공단의 사업 중 가장 관심을 가지고 있는 분야는 직업 능력 개발 훈련 지원 부분입니다. 정부의 통계조사에 따르면 대한민국은 기업들 중 중소기업이 차지하는 비율이 99.9%를 차지하고 종사자 수는 전체 기업 종사자의 80%를 웃돌고 있습니다. 이처럼 중소기업이 우리나라 시장에 미치는 영향력이 매우 큼에도 불구하고 HRD에 대한 시스템이 잘 갖춰진 경우는 매우 드뭅니다. 인적자원에 투자 개발할 자원이 절대적으로 부족한 경우가 많기 때문입니다. 이러한 기업들에게 필요한 해결책은 적절한 지원과 시장 변화에 대응할 수 있도록 전문적인 정보를 제공하는 것이라고 생각합니다. 한국산업인력공단의 현장 맞춤형 체계적 훈련(S-OJT) 등이 중소기업에 확산된다면 종사자들의 역량과 능력이 향상되면서 강소기업으로 발전이 가능하게 되고 나아가 국가 산업 발전에 기여할 수 있을 것입니다. 글자수 440 자 755 Byte
한국산업인력공단,인턴 사무담당자,Q3. 지금까지 경험한 것 중에서 자신의 영향력으로 주어진 상황을 달라지게 한 경험과 그 일의 결과에 대해서 서술하여 주십시오. 보기,"학교 팀플 과제를 수행하면서, 팀원들이 꺼리는 역할에 자원해서 좋은 성적을 얻었었습니다. 과제는 직접 광고가 필요한 업체를 선정하고 다양한 매체를 활용하여 광고를 만드는 것이었습니다. 당시 저희 팀이 고른 업체는 젊은 여성들을 타깃으로 하는 곳이었기 때문에 SNS 계정에 게시할 영상광고를 만드는 것이 필요하다고 판단했었습니다. 팀원들은 영상에 얼굴을 노출하여 연기하는 것을 꺼려 했습니다. 하지만 저는 이전부터 애정하고 있었던 가게이기도 했기 때문에 연기자 역할을 맡았습니다. 스스로 레퍼런스를 찾아와 회의하고 카메라 구도 등을 연구하면서 적극적으로 임했었습니다. 저의 솔선수범에 감명을 받은 팀원들은 다른 역할에 최선을 다했습니다. 이러한 노력 덕분에 저희는 무사히 영상을 성공적으로 완성할 수 있었고 좋은 성적을 받은 것은 물론 광고 대상 업체의 SNS 계정 고정 게시물로 올릴 수 있었습니다. 글자수 449 자 777 Byte"
한국산업인력공단,인턴 사무담당자,Q4. 공공기관 근무자로서 가장 중시되어야 하는 직업윤리는 무엇이라 생각하는지 서술하여 주십시오. 보기,공공기관 근무자로서 가장 중시되어야 하는 직업윤리는 ‘정직함’이라고 생각합니다. 공공기관의 목표는 국민들의 복지와 사회적 이익을 증진하는 데 있습니다. ‘정직함’은 이러한 공공의 이익을 우선시하고 개인적인 이해와 이익을 뒤로 미루기 위해 필요한 덕목입니다. 최근 공공기관 근무자들의 '전관 특혜'와 같은 정직하지 않은 의사결정으로 인하여 국민들이 회복하기 어려운 피해를 입은 사건이 적지 않게 발생하고 있습니다. 이러한 피해가 나타나지 않도록 공공서비스 제공자로서 책임을 가지고 예산을 적절하게 사용하고 재정 투명성을 높이며 공정한 서비스를 제공할 수 있도록 정직한 자세가 필요하다고 생각합니다. 저 또한 한국산업인력공단이 국민들로부터 지속적인 신뢰를 받을 수 있도록 늘 정직하고 진실한 자세로 업무에 임하겠습니다. 글자수 407 자 712 Byte
한국관광공사,인턴 사무보조,"Q1. 자기소개서 (성격, 장단점, 지원 동기, 입사 후 계획 포함) 보기","누군가에게 추억은 그 시절 그때가 아니면 얻을 수 없는 소중한 것입니다. 저에게 있어서 가족과 함께 했던 추억은 지금의 저를 만들어준 작은 조각과 같습니다. 저는 특유의 적극적인 성격으로 여행을 좋아하여 국내외 이곳저곳을 여행했는데, 그곳은 지금도 향수로 남습니다. 저는 제가 경험했던 그런 아름다운 향수를 만드는 관광 상품을 기획, 홍보하는 업무를 하고 싶습니다. 내-외국인을 위해 관광지를 기획하고 홍보하는 업무가 제가 성취하고자 하는 목표입니다. 이를 위해서 필요한 것이 외국에 대한 포괄적인 이해라고 생각하여 이웃나라 중국, 일본에 대한 다양한 강의를 이수했고, 방학 중에는 궁금한 곳에 방문해 보기도 했습니다. 이러한 이해와 OA 능력을 바탕으로 3개월이라는 기간 동안 사무 행정과 더불어 마케팅 홍보의 사무 보조로 업무 전반의 큰 틀을 배우고 싶습니다. 또한 아름다운 지역 문화재를 새롭게 테마로 엮어내면서 보다 많은 사람들에게 제가 느꼈던 향수를 선물하고 싶습니다. 영남권에는 별주부전의 테마가 되는 용궁사가 있고, 각종 사찰과 성이 잘 보존되어 있습니다. 또한 임진왜란 당시 지어진 왜성의 경우 일본 내에서는 더 이상 발견되지 않는 양식이기 때문에 역사적인 주인공을 체험할 수 있는 귀중한 테마 구성에 도움이 될 것이고 생각합니다. 비록 적극적인 성격에 비해 아직 경험이 부족한 것도 사실입니다. 그렇기에 다양한 매력을 가진 영남권의 매력을 알릴 수 있는 한국관광공사 경남지사에서 청년인턴으로서 뜻깊은 경험을 하고 싶습니다. 글자수 751 자 1,298 Byte"
한국관광공사,인턴 사무보조,"Q2. *[직무 경력 및 경험] 지원자의 직무관련 경력 및 경험에 대해 상세히 기술해 주십시오. 구체적으로 본인이 수행한 활동 조직, 역할 및 구체적 활동 내용, 주요 결과에 대해 작성해 주시기 바랍니다. 보기","외국 문화에 관심을 갖게 되면서 지역 내에서 약 1년간 관광안내 봉사를 하게 되었는데, 이때 외국인들에게 관광지를 홍보했던 것에서 무언가를 배우고 알리는 것에 흥미를 갖게 되었습니다. 이러한 경험으로 학부 1학년 때 학교 홍보대사로 활동한 경험이 있습니다. 이 활동을 하면서 학교에 대해 알리기 위해 다양한 방법의 홍보 활동을 진행했습니다. 홍보책자, 박람회, 캠퍼스 투어 등을 진행했고 저는 온라인에 주목하여 SNS와 영상매체를 활용했습니다. 블로그의 경우 맛집, 학교생활 소개 등을 통해 접근성을 높이고 페이스북에는 홍보 영상과 더불어 홍보대사 역할 등을 소개했습니다. 이 결과, 블로그로의 방문자 유입 및 홍보대사 영상 채널 운영 틀을 다질 수 있었습니다. 학부 1,2학년 때 일본 원서 독서 소모임에서 소모임원과 회장으로 활동하면서 일본의 고전부터 최신 만화까지 다양한 작품을 접했습니다. 그러면서 문학 작품 속에서 한중일의 공통점과 차이점이 공존하는 것을 알게 되었고, 큰 흥미를 가지게 되었습니다. 이러한 흥미를 바탕으로 한중일의 문학과 전통문화를 비교해 보고 싶다고 생각하게 되었고, 재단 장학생에 지원해 중국 해외연수 장학생으로 선발되어 중국으로 해외연수를 다녀왔습니다. 저는 불교문화를 중심으로 답사를 진행했고, 사찰 내부에서 발견되는 한중일 차이점에 대한 발표로 재단에서 우수한 성적을 받을 수 있었습니다. 저는 위 두 가지 활동을 통해 홍보, 기획의 기초적인 경험과 콘텐츠 제작 능력, 채널 운영의 기초 지식, 자료수집, 기획서 작성 능력 등을 얻을 수 있었습니다. 글자수 779 자 1,338 Byte"
