company,position,q,a
(주)에스씨케이컴퍼니,신입 바리스타,Q1. 1. 성장과정(자신에 대한 소개) 보기,"""다양한 도전, 서비스직에 대한 높은 관심과 이해도"" 저는 학업에 집중하면서도 다방면으로 역량을 쌓으려 노력했습니다. 교내 동아리활동이나 봉사활동, 기업 인턴을 비롯해 다양한 직종의 아르바이트를 경험했습니다. 짧게는 애견호텔, 고기뷔페, 단순 생산직이 있으며 길게는 유명 프랜차이즈 빵집에서 1년간 샌드위치 제조 기사로 일하였습니다. 더불어 한 마케팅 대행기업에서 인턴으로 일할 당시에는 주로 온라인상의 고객 대응(CS) 업무를 담당하였습니다. 현재는 이러한 경험이 바탕이 되어 서비스직으로의 취업을 희망하고 있습니다. 배움을 멈추지 말자는 생각으로 공부 또한 게을리하지 않으며, 최근에는 중국어 능력 평가인 HSK 시험에서 높은 수준의 자격증을 취득하기도 하였습니다. 글자수 377 자 651 Byte"
(주)에스씨케이컴퍼니,신입 바리스타,Q2. 2. 지원동기 및 포부 보기,"""고객 지향 마인드, 특별한 경험을 선물하는 직원"" 각자 다른 개성과 성향을 가진 사람들과의 만남과 협력, 그것은 서비스직에 대한 보람을 느꼈기에 가능했습니다. 타인의 입장에서 상황을 이해하는 제 자신을 발견할 때마다 해당 분야로 나아가야겠다는 다짐을 하곤 했습니다. 특히 카페로의 취업을 희망하는 이유는 커피 및 식음료에 대한 관심 때문입니다. 국제 유럽 바리스타 자격증인 EUCA를 취득한 뒤로 그 관심이 더욱 커졌습니다. 문화를 선도하며, 업계의 대표주자인 스타벅스에서 이러한 일을 해 나갈 수 있다면 더욱 영광일 것입니다. 저는 제가 가진 성실함이 어떻게 하면 조직에 알맞게 사용될 수 있는지를 고민하였고 다음과 같은 결론을 얻었습니다. 저는 향후, 소비자 개개인에게 맞춤형 서비스를 제공할 줄 아는 사람이 되고 싶습니다. 서비스라는 것은 고객에게 편의를 제공하고, 넓게 보면 그들의 삶을 이롭게 하는 활동이 되어야 한다고 생각합니다. 이에 저는 고객과의 활발한 커뮤니케이션을 통해 유의미한 성과를 내겠습니다. 제가 가진 서비스에 대한 열정이 이곳에서 알맞게 사용됐으면 좋겠습니다. 글자수 556 자 957 Byte"
(주)에스씨케이컴퍼니,신입 바리스타,Q3. 3. 성격상의 장단점 보기,"""타인 중심적 사고를 기반으로 문제를 해결해 나가는 사람"" 저를 가장 잘 표현할 수 있는 단어는 ‘배려’입니다. 평범할 수 있지만 그만큼 정감 있고, 사람에 있어 필수 요건이기도 합니다. 저는 대화의 자리에 임할 때 제 언행이 상대방에게 어떤 영향을 미칠지를 항상 생각합니다. 때로는 이것이 단점으로 이어질 수 있는데, 상대의 기분에 맞추어 대화를 이어가다 보니 거절이나 단호히 말해야 하는 상황에 닥쳤을 때 당황한 적도 있습니다. 이때 저는 문제를 최대한 정확히 인식한 뒤, 다른 솔루션을 찾거나 거절에 대한 이유를 상세히 설명드리는 식으로 문제를 해결하였습니다. 제 자신의 의견은 확실히 전달하면서도 ‘상대를 위한 커뮤니케이션’이라는 나름의 원칙을 지키고 있는 것입니다. 글자수 381 자 655 Byte"
㈜호반호텔앤리조트,인턴 요리사,Q1. 자기소개(자유서술) 보기,"""공부만 하던 18살, 조리의 길로"" 고등학교 2학년 때 요리학원에 다녀보기로 했습니다. 실습수업 첫날, 무를 썰던 그 느낌이 아직도 선명합니다. 공부만 하던 당시 18살인 저에게 음식 재료들이 제 손을 거쳐 하나의 요리가 되는 과정은 신기하고 재미있게 느껴졌습니다. 요리학원에 다니면서 한식 조리사 자격증을 땄고 조리 쪽으로 진로를 정하기로 마음먹었습니다. 그 후 외식조리학전공으로 대학교에 입학하였습니다. 많은 호기심 덕분에 두 번의 산학실습, 2년 동안의 호주 워킹홀리데이, 쌀국수집 매니저, 대학생 기자단, OOOO 교환학생 등 학교 밖에서 더 많은 활동을 하면서 학업에는 다소 소홀하였지만, 조리에 대한 진지함과 열정 그리고 배우고 싶은 마음은 아직도 처음 칼을 잡던 그때와 똑같습니다. 최근 OO OOOO비치에 있는 OOO 호텔에서 조리 인턴 중 코로나로 인해 귀국하였습니다. 좋은점 1 호기심이 많고 새로운 디자인이나 스타일을 찾아다니는데 거부감이 없습니다. 특히 20대 이후의 경험을 통해 다양한 분야의 사람들을 접하게 되면서 그런 성격은 더 커졌습니다. 그러나 너무나 샛길로 많이 빠진 나머지, 정작 중요한 학업은 제대로 소화하지 못한 단점도 있었습니다. 그리고 앞으로 어떠한 길로 나가야 할지에 대한 많은 혼란을 겪기도 했습니다. 이 혼란은 조리 관련 경험 외에 대학생 기자단이나 창업컨설턴트, 교환학생, 대형문구점 직원 등의 시간을 겪으며 4학년에 가서도 여전히 계속되었고, 고민 끝에 제 영역에서 전문성을 강화하고자 OO 조리 인턴이라는 길을 선택하였습니다. 아쉬운점 1 여러 가지 많은 고민을 한끝에 내린 결정이니만큼 후회는 없었으며, 결과적으로 더욱더 단단하게 제 길을 걸을 수 있게 되었습니다. 호반호텔&리조트에서 이 길을 계속 걸어가고 싶습니다. 글자수 876 자 1,502 Byte 좋은점 1 요리 관련 직무에 관심이 생기게 된 계기와 노력이 잘 기재되었습니다. 아쉬운점 1 본인의 잘못을 고백하듯 말하는 것 보다는 본인의 강점을 부각시키는 것이 더 좋습니다. 가령, 창업컨설턴트-교환학생-기자단 등 다양한 일을 해본 경험이 지원분야에 있어서 어떻게 도움될 수 있는지를 적는 것입니다. 자연스럽게 해석해보면, 고객응대에 있어 누구보다도 자연스럽고 적절하게 대응할 수 있을 것으로 보입니다."
㈜호반호텔앤리조트,인턴 요리사,Q2. 입사 후 자신이 회사 발전을 위해 기여할 수 있는 점 보기,"""조리 수준 향상과 메뉴 개발"" 다른 지원자들에 비해 경쟁력이 있다고 생각하는 부분은 많은 주방 안팎에서의 다양한 조리 관련 경험입니다. 아쉬운점 1 조리학과 재학 중 두 번의 산학실습을 통해 현장 감각을 키웠습니다. 군대에서는 회관 조리병으로 복무하면서 매일 반찬을 직접 만들고, 김치찌개나 된장찌개 등의 메뉴를 준비하는 일을 했습니다. 그리고 제대 후 OO 워킹홀리데이를 비롯하여 OOOO 교환학생 등의 해외 경험을 통해 아시아와 남미 등 세계 여러 지역의 생소한 음식을 접할 기회가 많았습니다. OO홈쇼핑에서 주최한 OO Cookfest OOOO에서 'OO OO! OO OOO'이라는 메뉴로 밀키트 부문 최우수상, OO OOOO에서 주최한 OO OOOO아드에서 'OO OOO'라는 메뉴로 도전상을 수상하기도 했습니다. 또한 실제로 쌀국수집 매니저로 근무하면서 기존 쌀국수 육수에 해산물과 스리라차 소스를 추가해 만든 해산물 쌀국수와 코코넛밀크커리 메뉴를 개발해 판매한 경험도 있습니다. 최근에는 OO OOOO 비치에 있는 OOO 호텔에서 조리 인턴을 하면서 그들의 입맛에 맞는 샐러드나 버거, 스테이크, 타코 등의 요리를 만들었습니다. 이런 다양한 경험들과 탄탄한 기본기를 바탕으로 호텔 내 레스토랑의 조리 수준을 높일 수 있고, 새로운 메뉴를 개발할 때도 기여하겠습니다. 좋은점 1 글자수 660 자 1,125 Byte 아쉬운점 1 ‘다른 지원자들에 비해 경쟁력이 있다고 생각하는 부분은 ~ ’ 없어도 되는 문장입니다. 구체적 경험을 언급하며 ‘다수의 조리 경험’을 어필하는 것이 시작으로 보다 좋습니다 좋은점 1 메뉴 개발 경험을 토대로 지원회사의 매뉴 개발에도 도움이 되겠다는 내용을 잘 연결하였습니다. 하지만, 본인의 메뉴 개발과정을 자세히 적으면서, 그 과정이 어떻게 지원회사의 메뉴개발 과정에 연결될 수 있을지 적는다면 보다 설득력이 있을 것입니다. 가령 메뉴개발을 위해 해당 식당의 고객 선호도를 조사했다면, 호반호텔리조트의 고객 선호도를 반영한 요리개발을 하겠다와 같이 적는다면 보다 핵심이 전달 될 것입니다."
㈜호반호텔앤리조트,인턴 요리사,Q3. 자신이 가진 역량 기술 및 이를 바탕으로 목표를 이룬 경험(구체적 서술) 보기,"""시중에 없는 제품을 찾아내 최우수상까지"" 제가 가진 역량과 기술을 바탕으로 목표를 이룬 경험으로는 작년 OO홈쇼핑에서 개최한 OO Cookfest OOOO에서 대학생 밀키트 부문에서 ‘OO OO! OO OOO’이라는 제품으로 최우수상을 받은 것입니다. 대회에 참가하게 된 계기는 외식조리학과로서 졸업 전 성취를 내고 싶었기 때문이었습니다. 그리고 밀키트 제품은 당시 트렌드로 주목받고 있었기 때문에 대회에 참가하여 본선에 진출하는 것 자체만으로도 큰 경험이 될 것으로 생각했습니다. 메뉴를 고를 때 시중에 없는 제품을 먼저 찾아봤습니다. 당시 OO만 진공으로 포장해서 파는 제품은 있었지만 밀키트용 쿠킹 박스로는 없었습니다. 그래서 OOO이라는 메뉴를 선택하게 되었습니다. 그리고 139팀 중 20개 팀에 선정되어 운이 좋게도 본선까지 진출할 수 있었습니다. 시연 전 메뉴에 대해 발표하는 시간이 주어졌습니다. 밀키트의 조리과정은 단순하지만, 결과물은 뭔가 요리를 했다고 느끼게 해야 한다고 생각했습니다. 그래서 메뉴 발표에서 빠른 조리와 고급요리를 집에서 간단하게 먹을 수 있다는 것 두 가지를 강조했습니다. 그리고 조리 과정도 소스-고기-단무지, 초생강, 실파 이렇게 단 세 단계로 줄였습니다. 실제 시연 때는 본선에 진출한 100팀 중에서 제일 먼저 제출했습니다. 결과적으로 최우수상을 받고 상금 500만 원을 받았습니다. 상금을 받은 것보다 제가 기획한 메뉴가 심사위원들에게 인정을 받았다는 점에서 값진 경험이었습니다. 좋은점 1 글자수 751 자 1,276 Byte 좋은점 1 실제 고객인 소비자와 공급자인 기업의 입장 2 곳에 대한 이해가 잘 드러납니다."
㈜호반호텔앤리조트,인턴 요리사,Q4. 호반그룹이 지속적으로 성장하기 위해 나아가야 할 방향 (지원분야 중심으로 작성) 보기,"""외식사업 투자가 호텔 성장의 열쇠!"" 아쉬운점 1 최근 더플라자 호텔과 반얀트리클럽앤스파 등에서는 호텔 내 레스토랑 운영을 외부에 맡기고 있습니다. 제가 근무했던 OOOO 비치 OOO 호텔도 OOO라는 스타 셰프의 레시피로 레스토랑을 운영했습니다. 결과적으로 많은 고객이 식사를 위해 호텔을 방문하게 되었습니다. 이처럼 호반호텔&리조트도 지금부터 외식사업 분야에 더 투자해 호텔 내에서 우아한 분위기와 격조 높은 다이닝 경험을 할 수 있도록 만든다면 장기적인 관점에서 호반호텔&리조트는 더 빠르게 성장할 수 있다고 생각합니다. 그리고 호반호텔&리조트는 아름다운 자연환경이 있는 곳에 함께 있습니다. 이런 특성을 살려서 호반호텔&리조트만이 할 수 있는 새로운 체험 위주의 콘텐츠를 만든다면 지속해서 성장해나갈 수 있다고 생각합니다. 조리 분야를 중심으로 생각하면 호반호텔&리조트가 위치한 제천이나 제주에서 나는 특산물로 만든 시그니처 메뉴를 만들어서 고객들에게 대접한다면 만족도를 높이고 즐거운 경험을 선사할 수 있을 것입니다. 좋은점 1 글자수 522 자 906 Byte 아쉬운점 1 “호반호텔&리조트의 시그니처메뉴”에 대해서 아래 내용은 자세히 설명하고 있습니다. 소제목은 크게 적기 보다는 아래 본문 내용에서 핵심 단어를 사용하는 것이 보다 직관적입니다. 좋은점 1 기업에 대한 분석이 잘 이루어졌습니다. 게다가 본인의 경험을 바탕으로 기업의 성장방향을 제시한 것이 좋았습니다."
㈜ 커피빈코리아,신입 요리사,Q1. 성장과정 및 학교생활 보기,"처음으로 ‘바리스타가 되어야지’라고 막연하게 생각한 것은 중학교 1학년 때였던 거 같습니다. 그때부터 OOOO에 가서 “OOO OO OOO”이라는 책을 닳도록 읽으며 바리스타에 대한 꿈을 키워나갔습니다. 고등학교에서 커피 학원으로 경험을 쌓는 프로그램을 통해 미숙하지만 한 걸음씩 내디뎌 갔습니다. 또한, 고교직업위탁 교육으로 OOOOOO전문학교에 가게 되었고 그곳에서도 역시 커피를 배웠습니다. 좋은점 1 저를 포함한 대부분의 친구들은 커피를 배우기 위해 그곳으로 갔지만, 처음에 맞닥뜨리게 된 것은 조주기능사 취득이었습니다. 커피를 배우러 왔는데, 뜬금없이 칵테일을 배우게 된 일부 아이들은 교수님께 반발했습니다. 그러나 교수님은 저희에게 영상을 하나 보여주셨는데, 월드 바리스타 챔피언 ‘OOOOO’의 2015년 대회시연 프레젠테이션이었습니다. 그 내용은 와인의 포도재배기술을 커피 재배에 접목, 보다 높은 당도의 커피 재배 결과를 보여주었습니다. 이에 교수님은 커피와 와인, 그리고 칵테일 모두 상호 밀접하여 모두 배워야 한다고 말하였습니다. 누군가에게는 별거 아니었을 영상이었지만 저는 아주 감명 깊게 보았습니다. 그 결과 술과 같은 더욱 넓은 범위를 볼 수 있게 되었고 이것은 조주기능사 취득의 원동력이 되었습니다. 그 후 OOOOOO전문학교 와인바리스타 과에 진학 및 커피와 칵테일, 호텔서비스를 공부하였습니다. 좋은점 2 글자수 684 자 1,163 Byte 좋은점 1 성장과정의 내용을 지원직무에 호감을 가지게 된 계기, 관심을 키워 온 과정에 초점을 맞추고 있어 호감을 주고 있습니다. 좋은점 2 학교생활 전반에 걸쳐 지원자의 모습을 파악할 수 있는 내용이 아니라는 점이 아쉽습니다. 지원직무와 연관이 있는 사례를 제시하고 있다는 점이 좋습니다."
㈜ 커피빈코리아,신입 요리사,Q2. 성격(장ㆍ단점) 및 인간관계 보기,"저의 성격은 목표지향적이라고 생각합니다. 입대 후 스마트폰을 할 수 없는 상황에서, 수첩은 곧 스마트폰이 되어 충동적이고 할 일을 자주 까먹는 것에 대비할 수 있는 저만의 무기가 되었습니다. 언제나 주머니속에 군용수첩과 펜을 넣어다니는 게 습관이 되어 업무들을 메모하고 수행해야 할 임무에 대해 공부하며 너무 고민이 많을 때마다 머릿속에 떠오르는 생각과 앞으로 할 일을 적어두는 습관을 길렀습니다. 그러다보니 업무에 능률도 조금씩 오르며 메모하는 습관에 대해 선임들에게 칭찬을 받기도 하였습니다. 그리고 후임들에게도 메모하는 습관을 전파해주기도 하였습니다. 아쉬운점 1 글자수 311 자 544 Byte 아쉬운점 1 글 서두에 제시한 결론과 이후 내용이 다른 내용이라는 점이 아쉽습니다. 지원자는 자신의 장점을 목표지향적이라고 했는데, 뒤 사례는 그에 대한 내용이 아니라 메모하는 습관에 대해 이야기 하고 있습니다."
㈜ 커피빈코리아,신입 요리사,Q3. 경력 및 지원동기 보기,"‘어떻게 하면 내가 좋아하는 커피와 거리가 좁혀질 것인가?’ 라는 저만의 숙제를 풀고 싶어 무작정 바리스타 보조역할을 맡고 OOOO 신촌 직영점에서 일을 하였습니다. 당시 점장님은 후일에 저를 채용한 이유를 다른 무엇도 아닌 준비성이라며 알바생을 채용할 때 자격증이나 학력보다 면접과 같은 기본요소도 있겠지만 보건증까지 들고 오는 철저한 준비성을 가진 사람은 처음이라고 하였습니다. 주말 미들타임마다 건물에 손님들이 매우 붐비는 바에서 벗어나지 못하는 바리스타를 도와 4층까지 뛰어다니며 몸소 체득한 경험이 생각납니다. 이런 체득한 경험과 함께 저의 커피에 대한 열정을 접목시켜 저만의 인생 목표를 향해 한걸음 한걸음, 다가 가겠습니다. 좋은점 1 항상 QC를 위하여 직영점만을 고집하는 프리미엄 브랜드, 커피빈의 까다로운 바리스타 경험과 노하우를 토대로 저를 성장시키고 싶어 지원하게 되었습니다. 아쉬운점 1 글자수 441 자 769 Byte 좋은점 1 내용이 호감을 주고 있습니다. 실제 업무 경험을 구체적으로 제시한 점이 좋고, 보건증을 챙긴 사례는 지원자의 준비성을 엿볼 수 있는 아주 좋은 내용입니다. 아쉬운점 1 이 회사의 자기소개서 글자수 제한이 몇 자인지 모르겠지만 이 부분이 회사지원동기인데, 너무 건성으로 써져 있다는 점이 아쉽습니다."
