company,position,q,a
컬리,신입 경영·비즈니스기획,Q1. 마켓컬리 지원 동기 및 본인의 경력 목표에 대해 기술하시오. 보기,"""데이터 기반의 사고 능력을 바탕으로 디지털 혁신에 힘쓰겠습니다."" 저의 직장 선택 기준은 자발성을 발현시키는 '사회적 영향력'과 변화하는 사회의 니즈를 파악하고 충족시키는 '혁신적 마인드'입니다. 마켓컬리는 새벽 배송 개척자로서, 대한민국에 신선식품 새벽 배송 혁신을 불러온 만큼 혁신적 마인드를 보여주고 있습니다. 또한 신선식품 새벽 배송 1위에 만족하지 않고 계속해서 새로운 도전을 실행하는 만큼 저의 데이터 기반 사고 능력을 바탕으로 다방면에서 혁신을 이루고 저 역시 성장할 수 있는 최고의 직장임을 확신하여 지원하였습니다. 저의 역량을 바탕으로 2가지 분야에서 성장을 위해 힘쓰겠습니다. ""텍스트 분석을 통해 니즈를 파악하여 다양한 전략을 도출하겠습니다."" 효과적인 전략은 정확한 니즈 파악으로부터 시작됩니다. 저는 Text 분석 모델인 Author Topic Model 과 Dynamic Topic Model을 이용하여 학우들과의 카카오톡 대화 내용을 분석한 경험이 있습니다. 이 과정에서 Text 분석을 통해 발화자 별 그리고 시간의 흐름에 따라 변화하는 토픽을 통해 현재 불만사항과 관심사의 변화를 파악할 수 있다는 것을 발견하였습니다. 기업 내부의 로그 데이터와 텍스트 데이터들을 활용하여 소비자의 불편 사항을 파악하고 소비자 클러스터링을 통한 타깃 세분화로 효과적 비즈니스 전략을 도출하겠습니다. ""태블로와 같은 시각화 툴을 적극 활용한 협업 효율 강화"" OO 주관 OO시 어린이 교통사고 위험지역 도출 공모전에 참여하여 태블로 및 파이썬의 pydeck과 같은 시각화 툴을 적극적으로 사용한 경험이 있습니다. 태블로를 활용하여 흩어져 있는 데이터들을 비교적 쉽게 모으고 파악하여 시각적으로 표현하였습니다. 빅데이터를 분석함에 있어 유관 부서와의 협업은 필수적입니다. 저는 유관 부서와의 협업을 위해 직관적이고 편의성이 높은 태블로를 활용하여 업무의 효율을 높이겠습니다. 마켓컬리는 새벽 배송 1위 기업인 만큼 데이터 분석에 있어 빠르게 쌓여가는 양질의 데이터들을 빠르게 파악하고 효과적으로 분석하는 역량이 필요합니다. 지속적으로 적재되는 데이터들을 반영할 수 있는 시각화 자료를 활용함으로써 협업의 효율과 작업의 편의성을 높임으로써 비즈니스 전략 도출 수단으로서 적극 활용하겠습니다. 글자수 1,131 자 1,920 Byte"
컬리,신입 경영·비즈니스기획,"Q2. 입사지원 분야와 관련한 본인의 경험을 기술하시오. (신입의 경우, 학창 시절 중 수행한 프로젝트, 수업 과제, 인턴 경험 등을 기술해도 무방) 보기","""빠르게 변화하는 현대 트렌드"" 빠르게 변화하는 시대에서 소비자들의 니즈를 파악하고 충족시키기 위한 혁신적 전략 도출을 위해 필요한 역량은 데이터 기반의 사고 능력입니다. 저는 데이터 기반의 사고 능력을 기르기 위해 데이터를 이해하고 처리하는 경험을 축적하고 이를 표현하기 위한 역량 함양을 위해 노력하였습니다. ""데이터를 이해하는 능력"" 통계 학도로서 분석에 필요한 통계, 수학적 이론학습에 대한 중요성을 항상 내재하며 이를 소홀히 하지 않았습니다. 또한, 대량의 데이터를 다루기 위해서 SQL의 활용이 필수적이라는 것을 깨닫고, SQLD를 취득하였습니다. 또한 최근 처음으로 시행된 빅데이터 분석 기사 필기 및 실기에 응시하며 논리적 사고와 증명을 통한 이론적 통계 학습을 통해, 분석의 이유와 방향성을 잃지 않기 위해 끊임없이 노력하고 있습니다. ""데이터를 처리하는 능력"" 현대사회에서 데이터는 다양한 모습으로 존재하고 있습니다. 저는 다양한 정형, 비정형 데이터를 다루어보며 경험을 축적하였습니다. 이미지 데이터 처리를 위해 `CNN classifier를 이용한 의류의 타입 구분` 보고서를 작성하였고, 언어 데이터 처리를 위해 'ATM, DTM을 이용한 OOOO 대화 내용 분석', 게임 데이터 처리를 위한 'OOOOOO OO OOOOOO에서 승리하려면? 프로젝트' 그리고 지리 정보 처리를 위해 'OO시 어린이 교통사고 위험지역 도출 공모전'에 참여하였습니다. 또한, 최근에 OOO(OOOOO DEVELOPERS CONFERENCE)를 통해 기업의 의사결정에 A/B테스트, Retention, Funnel 분석의 중요성을 깨닫고 이와 관련하여 Business 데이터를 활용하여 ‘Fastcampus 마케팅 데이터를 통한 중점관리 키워드 및 광고그룹 추출’, ‘Weblog 데이터를 이용한 홈페이지 이용자들의 이탈 원인 분석’ 역시 진행하였습니다. 다양한 형태의 데이터를 경험해보며 데이터의 품질, 데이터 전처리 그리고 변수 이해의 중요성을 배웠습니다. ""커뮤니케이션 스킬"" 분석 못지않게 중요한 것이 분석의 결과를 효과적으로 전달하는 것입니다. 오랜 기간의 수학 학원 조교 활동, 통계청 재능기부단 그리고 수많은 프로젝트 발표 경험을 통해 비교적 쉬운 개념인 통계 그래프들의 특성부터 비전공자들에게는 어려울 수 있는 통계학적 개념들까지도 가능한 한 쉽게 설명하기 위해 노력하였습니다. 그뿐만 아니라 Python의 ‘pydeck’, Tableau 등을 활용하여 분석의 결과를 시각적으로 전달할 수 있는 능력을 함양하기 위해 노력하였습니다. 향후 저는 이러한 역량을 바탕으로 마켓컬리의 양질의 데이터를 활용한 소비자의 니즈 파악 및 해결을 위한 데이터 분석을 함으로써 기업이 올바른 선택을 할 수 있도록 최선을 다하겠습니다. 글자수 1,379 자 2,261 Byte"
컬리,신입 경영·비즈니스기획,"Q3. 본인이 속한 집단 내에서 의견 충돌이나 갈등 경험을 소개하고, 해결 과정에 대해 기술하시오. 보기","""절충안 및 솔선수범 자세를 통한 갈등 해결 과정"" 교육학과 전공자와의 협업 활동에서 갈등 해결을 통한 혁신적 결과 도출 경험이 있습니다. OOO 주관 통계 교육 재능기부단 활동 경험이었습니다. 4개의 초 중고등학교에 직접 찾아가 학생들이 통계에 대한 흥미를 느낄 수 있도록 통계 교육을 제공하는 재능 기부 활동으로, 저희 팀은 기존의 '이론 수업 후 프로그램 실습'이라는 수업 방식의 효율성의 문제를 인식하고, 새로운 방식의 수업 방식이 필요했습니다. 이 과정에서 현재의 수업 방식이 교육학적으로 효율적이라는 교육학과와 전문적인 통계 지식이 필요하다는 통계학과 간의 갈등이었습니다. 저는 팀장으로서 이러한 갈등 해결을 위해 효과적인 수업 방식에 대한 절충안이 필요하였습니다. 따라서 저는 교육학과 팀원들의 제안인 교육학적 요소들을 추가한 '조별 프로젝트' 수업을 제안하였습니다. 또한 동시에, 조별 프로젝트라는 수업의 특성상 필요한 통계학적 지식들을 모두 담은 PPT를 제작하여 교육학 전공 팀원들에게 전해주며 조원들의 지속적 피드백을 받음으로써 수업 준비 과정에서의 효율을 높였습니다. 최종적으로 '학급 내 신발 크기와 키 사이의 상관관계 분석' 과 같은 학생들이 관심을 가지고 있는 팀별 조사 주제를 정한 후 이를 조사, 분석 그리고 평가하는 방식의 수업을 진행하였습니다. 교육학과의 조언에 따라 퀴즈와 상품을 통해 지속적 참여를 유발하였고 통계학과의 조언에 따라 전문적 통계 지식까지 수업에 포함하였습니다. 그 결과 학생들이 수업 후 찾아와 자신이 진행한 프로젝트의 개선점을 질문하는 등 궁극적 목표였던 '통계에 대한 흥미'를 성공적으로 이뤄냈습니다. 글자수 818 자 1,412 Byte"
컬리,신입 경영·비즈니스기획,Q4. 고객으로서 마켓컬리를 사용해 본 적이 있습니까? (있다면) 마켓컬리 서비스의 장점과 개선점에 대해 자유롭게 의견을 써주시기 바랍니다. 보기,"""샛별 배송의 매력과 소비자 행동 패턴 클러스터링을 통한 푸시 타깃 세분화"" 마켓컬리 서비스의 장점 트렌드에 발 빠르게 대응한다는 것입니다. 크게 3가지에서 이 모습을 볼 수 있습니다. 첫째는 '샛별 배송과 프리미엄 식재료'입니다. 국내 식품 새벽 배송 유행을 불러일으킨 서비스로, 필요한 식재료를 다음날 새벽에 바로 받아볼 수 있다는 장점은 그 무엇보다 매력적이며 편리한 요소입니다. 다음은 '친환경 포장 사용'입니다. 환경 문제가 대두되며 친환경 요소 제품을 선호하는 에코 슈머가 빠르게 늘어가는 현 상황에서, 마켓컬리는 올 페이퍼 첼린지 진행을 통해 환경보호라는 트렌드를 선도하고 있습니다. 마지막으로, 첫 구매 할인입니다. 무수히 생겨나는 쇼핑몰 시장에서 새로운 고객의 유입은 가장 중요한 요소 중 하나입니다. 마켓컬리는 이러한 새로운 고객 유입을 위해 획기적이고 소비자의 관심을 유도할 수 있는 가격으로 첫 구매 할인 제품을 제공하였습니다. 이처럼 마켓컬리는 항상 현 시장에서 경쟁력을 갖기 위해서 변화에 발 빠르게 적응 및 선도하고 있는 만큼 현대사회 소비자들의 행동 패턴을 혁신적으로 클러스터링 하여 소비자별 차별적 푸시 시스템 및 상품 구성을 구현한다면 구매율 및 마케팅 효율성을 높일 수 있습니다. 이를 구현하고 쌓여가는 데이터들을 실시간으로 반영할 수 있도록 고도화한다면, 모든 소비자의 마음에 꼭 맞는, 판매자 소비자 모두가 행복한 푸드마켓으로 거듭날 수 있을 것입니다. 글자수 725 자 1,251 Byte"
반다이남코코리아㈜,신입 마케팅기획,Q1. 성장과정 및 개인 특성 보기,"많은 사람들 앞에서 말하는 것에 큰 강점이 있습니다. 이러한 강점을 바탕으로 인간관계를 형성하고 네트워크를 구성하는 것에 어려움이 없었습니다. 평상시 부드러운 성격으로 주변에서 신뢰받았기 때문에 이러한 특성을 바탕으로 공감과 신뢰를 줄 수 있었다고 생각합니다. 이후로도 소통 능력을 자연스럽게 사용하고 키우게 되었습니다. 대학 재학 기간 중 장학생 모임에서 약 4년 7개월간 활동을 해오고 있으며 이 활동 속에서도 소통 능력을 활용할 수 있었습니다. 모임에는 크게 재단 직원, 동문회, 재학생이라는 이해집단이 있으며, 각 집단의 소통이 무엇보다도 중요했습니다. 저는 OO기 대표로 활동하며 세 집단의 의견을 수렴하고 타협점을 찾는 역할을 했습니다. 이 과정에서 경영학부 비즈니스 협상에서 배웠던 협상 기술을 실제로 사용해 볼 수 있었고, 적극적인 퍼스트 오퍼와 바트나를 통해 OO재단과 동문회로부터 각각 지원을 받을 수 있었고, 재학생들에게 가장 효과적이고 효율적으로 혜택을 제공할 수 있었습니다. 이외에도 대학교 홍보대사, 대학생 멘토단, 지역상생 서포터즈 등 학생을 비롯하여 시장 상인까지 다양한 이해관계자와 가장 가까운 곳에서 만나고 대화하며 주어진 목표를 달성해 왔습니다. 이처럼 부드러운 성격과 소통 능력은 사람들로 하여금 신뢰감을 주고, 이해관계를 가진 집단이 서로 만족할 수 있도록 도움을 줄 수 있었습니다. 글자수 696 자 1,195 Byte"
반다이남코코리아㈜,신입 마케팅기획,Q2. 자신의 강점 보기,"강점은 ‘외국인과의 소통 능력’이라고 판단했으며, 이 역량은 제가 오랜 시간 키워온 능력입니다. 대학교 재학 중, 약 20명의 일본인 유학생과 지속적으로 어울리며 자연스럽게 일본어로 소통하고 문화를 이해할 수 있었습니다. 1년간 학과 소모임 대표로 활동하며 타케토리모노가타리 원문을 독서하기도 하였으며, 팀별 과제로 일본 산업의 ESG와 산포 요시의 관계, PDCA와 장인 정신의 관계 등에 대한 레포트 작성 등 일본인 유학생과 지속적으로 함께 공통의 목표를 달성하기 위해 노력했습니다. 경영대 수업은 복수 전공을 시작하면서 원어민 교수의 강의를 수강하고자 노력했습니다. 총 4개 강의를 미국 및 캐나다 출신의 교수의 수업으로 수강하였으며, 이 과정에서 다양한 유학생들과 세계 시장에서의 마케팅 방식, 국가별 시장 리스크 등에 대해 토론하고 공동과제를 수행할 수 있었습니다. 이와 같이 외국인 유학생과 두루두루 어울린다는 점이 알려지게 되어 OO대학교 입학처 유튜브에 저의 학과 생활 영상이 업로드되기도 하였으며, 외국어 능력을 크게 키울 수 있었습니다. 단순히 외국어 능력만을 키운 것이 아니라 외국인과 직접 소통하는 능력을 가지고 있다는 점에서 강점이라고 생각합니다. 글자수 614 자 1,047 Byte"
한국자산평가,인턴 마케팅기획,Q1. 직무 관련 경험 보기,"""데이터 및 엑셀 활용 능력"" 1) 대학 학창 시절 - 재무, 통계, AI 금융 복수전공을 이수 중으로, 재무와 금융통계 수업을 수강하며 엑셀을 활용한 경험이 있습니다. 재무관리 수업의 경우 직접 엑셀의 다양한 수식을 활용하여 필요한 재무계산기를 만들며 공식의 개념을 익히고 직접 적용해 보았습니다. 또한 금융통계 수업의 경우 R프로그램을 활용하여 주어진 데이터를 사용해 미래 주가 예측 실습을 진행한 적이 있습니다. 이러한 경험을 통해 직접 데이터를 입력하고 다루며 엑셀 및 기타 프로그램을 사용해 보았습니다. 이와 더불어 학교에서 진행한 AI 머신러닝 수업에 참가하여 직접 예측 모델링 실습을 경험하였습니다. 이렇듯 그동안 다양한 데이터를 입력하고 오류를 검증한 경험을 바탕으로 한국자산평가 마케팅 부문 인턴 업무에도 빠르게 적응하겠습니다. 2) 법인카드 SAP 처리 - 데이터 입력 자산운용사의 파견직으로 근무하며 총 11분의 임직원 법인카드 내역을 정리하고 이를 회계처리 시스템(SAP) 상에 전표처리 하였습니다. 우선 시스템 상의 법인카드 사용내역들을 엑셀에 입력한 후 각 계정 별로 데이터를 분류하였고 시스템 상의 데이터와 엑셀에 입력된 데이터가 서로 일치하는지 교차 검증을 수행하였습니다. 특히 임직원들의 예산관리도 엑셀 파일을 활용했기 때문에 오차가 발생하지 않아야 했으며, 꼼꼼하게 일을 처리한 덕분에 7개월에 가까운 근무기간 동안 전표처리 및 상신에 문제가 생긴 적이 없었습니다. 3) 주간업무 보고 - 엑셀 활용 부동산 부문의 총 9개 본부의 주간업무 보고서를 취합한 후 편집하여 유관부서 및 임원진에 보고하는 업무를 맡았습니다. 매주 임원 회의에 활용되는 자료인 만큼 마감기한을 지키는 것이 가장 중요했습니다. 저는 9개 본부의 보고서 취합 상황과 편집 상황, 본부 별 담당자를 한눈에 직관적으로 파악할 수 있도록 엑셀의 수식과 조건서식을 활용하여 해당 업무를 효율적으로 관리할 수 있도록 프로그램을 만들었습니다. 이때 익힌 엑셀 활용 능력을 바탕으로 인턴 업무 또한 효율적이고 성실하게 처리하겠습니다. 글자수 1,035 자 1,765 Byte"
한국자산평가,인턴 마케팅기획,Q2. 협업 경험 보기,"삼성SDS와 JA KOREA에서 진행하는 초등학생 대상 코딩 심화교육의 강사로서 봉사활동을 진행한 경험이 있습니다. 당시, 보다 완벽하게 수업을 준비하기 위해 주최 측에서 3명의 봉사자들끼리 조를 이루어 수업 준비 및 시연을 진행하도록 하였고 제가 조장을 맡았습니다. 저희 조의 경우 모두 비전공자였고 완성도 있는 수업을 위해 조장으로서 조원들을 돕고 이끌도록 노력했습니다. 첫째, 동기부여를 위해 학생들이 코딩과 인공지능에 흥미를 느끼도록 교육을 진행하자는 공동의 목표를 상기시켰습니다. 목표를 단체 채팅방의 공지로 설정해 두고 수업을 준비해야 할 방향을 설정하여 간단한 퀴즈 등의 아이스브레이킹을 진행하기로 했습니다. 둘째, 수업 및 실습에 필요한 자료는 조원들의 의견을 수렴하여 직접 제작하였습니다. 실습 과정 중에서 변수개념에 대해 설명이 필요하다는 조원의 피드백을 수렴하여 변수의 개념 설명과 비유자료를 제작해 기존 수업자료에 추가할 수 있도록 공유하였습니다. 조원들과 온라인 화상회의를 진행하며 시연을 진행하였고, 전체 봉사단 피드백에 있어서 좋은 평가를 받을 수 있었습니다. 글자수 557 자 962 Byte"
한국자산평가,인턴 마케팅기획,Q3. 성장과정 보기,"현재 상황에 안주하지 않고 도전하는 것을 목표로 삼고 이를 달성하고자 노력해 왔습니다. 학교에서 배운 법이라는 개념을 실제 사례에 어떻게 적용해야 하는지 더욱 탐구해 보고자 타 학과 학생들과 팀을 구성하여 과학기술정보통신기술부에서 주최한 ICT 모의분쟁 조정대회에 참가하였습니다. 민법과 상법, 정보보호법을 탐색하고 실제 판례들을 참고하여 대회에 활용하였습니다. 특히 손해배상과 관련하여 법관들로 구성된 위자료 연구반의 위자료 산정방안 보고서를 참고하여 실무에서의 법률을 직접 경험할 수 있었습니다. 또한, 국내에선 배울 수 없는 과목을 접하고자, 2022년 기준 개발학 QS랭킹 전 세계 2위로 평가받은 영국 SOAS의 Summer Programme에 참여하여 영어 수업과 개발학 관련 과목을 수강하였습니다. 수업은 토론 및 질의응답으로 진행되었고 이를 통해 어학 능력과 분석적 사고능력을 키울 수 있었습니다. 특히 개발학 과목의 팀 과제로 경제와 환경분야의 발전을 결합한 대체육을 주제로 발표를 진행하였고, 발표의 구성과 내용 등에서 최고점을 받았습니다. 이렇듯, 다양한 도전경험을 통해 매사에 적극적인 태도를 지니게 되었습니다. 이러한 적극성과 함께 특유의 성실함으로 글로벌역량, 지식탐구 역량 등을 인정받아 대학에서 수여하는 인재인증을 취득할 예정입니다. 글자수 653 자 1,116 Byte"
한국자산평가,인턴 마케팅기획,Q4. 성격의 장단점 보기,"저의 장점은 꼼꼼함과 적극적인 태도입니다. 자산운용사 파견직으로 근무하면서 꼼꼼함 덕분에 회계처리원칙 변경에 즉각 대응하여 업무 효율성을 높인 경험이 있습니다. 변경된 원칙의 세부내용을 키워드로 정리하고 모니터에 부착하여 매일 눈에 익혔습니다. 덕분에 관련 건이 발생했을 때, 필요한 추가 증빙자료를 완벽히 구비하여 추가 업무 없이 전표처리를 완료하였습니다. 이와 더불어 매사에 적극적인 태도를 갖추어 간접적으로나마 운용사의 실무 업무를 경험할 수 있는 기회를 얻었습니다. 기존 업무를 모두 끝마친 다음, 직원분들께 추가 업무가 있는지 여쭤보았고 컨퍼런스콜 사전 질문지 번역과 글로벌리츠 투자보고서 작성 등의 추가 업무를 맡을 수 있었습니다. 단점은 신중한 성격으로 인해 최종 결정에 시간이 걸리는 편입니다. 이를 극복하기 위해 스스로의 마감 기한을 주어진 기한보다 최소 3일 정도 앞당겨서 계획을 수립합니다. 타 학과 학생들과 ICT 모의분쟁 조정대회에 참가했던 당시에도 대회의 마감기한보다 스스로의 마감 기한을 3일 앞당겨 계획을 세웠고, 결과적으로 주어진 기한보다 4일 빠르게 제가 맡은 부분을 완성하였습니다. 이후 해당 부분에 대해서 하루 동안 혼자서 검토를 진행했으며, 이후 남은 시간 동안 팀원들과도 충분히 검토를 진행할 수 있었습니다. 글자수 643 자 1,116 Byte"
